meta-mOTU_v2_ID	kingdom	phylum	class	order	family	genus	mOTU
meta_mOTU_v3_12356	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	NA Clostridiales species incertae sedis
meta_mOTU_v3_12357	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	815 Bacteroidaceae	NA Bacteroidaceae gen. incertae sedis	NA Bacteroidaceae species incertae sedis
meta_mOTU_v3_12358	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	NA Flavobacteriaceae gen. incertae sedis	NA Flavobacteriaceae species incertae sedis
meta_mOTU_v3_12359	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	NA Bacteroidales fam. incertae sedis	NA Bacteroidales gen. incertae sedis	NA Bacteroidales species incertae sedis
meta_mOTU_v3_12360	2 Bacteria	32066 Fusobacteria	203490 Fusobacteriia	203491 Fusobacteriales	1129771 Leptotrichiaceae	32067 Leptotrichia	NA Leptotrichia species incertae sedis
meta_mOTU_v3_12361	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	NA Clostridiales species incertae sedis
meta_mOTU_v3_12362	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	1263 Ruminococcus	NA Ruminococcus species incertae sedis
meta_mOTU_v3_12363	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186803 Lachnospiraceae	NA Lachnospiraceae gen. incertae sedis	NA Lachnospiraceae species incertae sedis
meta_mOTU_v3_12364	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	NA Gammaproteobacteria order incertae sedis	NA Gammaproteobacteria fam. incertae sedis	NA Gammaproteobacteria gen. incertae sedis	NA Gammaproteobacteria species incertae sedis
meta_mOTU_v3_12365	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	NA Firmicutes species incertae sedis
meta_mOTU_v3_12366	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186803 Lachnospiraceae	841 Roseburia	NA Roseburia species incertae sedis
meta_mOTU_v3_12367	2 Bacteria	1239 Firmicutes	526524 Erysipelotrichia	526525 Erysipelotrichales	128827 Erysipelotrichaceae	1573535 Holdemanella	1735 Holdemanella biformis
meta_mOTU_v3_12368	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	NA Alphaproteobacteria order incertae sedis	NA Alphaproteobacteria fam. incertae sedis	NA Alphaproteobacteria gen. incertae sedis	NA Alphaproteobacteria species incertae sedis
meta_mOTU_v3_12369	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	NA Firmicutes species incertae sedis
meta_mOTU_v3_12370	2 Bacteria	74201 Verrucomicrobia	NA Verrucomicrobia class incertae sedis	NA Verrucomicrobia order incertae sedis	NA Verrucomicrobia fam. incertae sedis	NA Verrucomicrobia gen. incertae sedis	NA Verrucomicrobia species incertae sedis
meta_mOTU_v3_12371	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	NA Clostridiales species incertae sedis
meta_mOTU_v3_12372	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	NA Betaproteobacteria order incertae sedis	NA Betaproteobacteria fam. incertae sedis	NA Betaproteobacteria gen. incertae sedis	NA Betaproteobacteria species incertae sedis
meta_mOTU_v3_12373	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	NA Gammaproteobacteria order incertae sedis	NA Gammaproteobacteria fam. incertae sedis	NA Gammaproteobacteria gen. incertae sedis	NA Gammaproteobacteria species incertae sedis
meta_mOTU_v3_12374	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	NA Clostridiaceae gen. incertae sedis	NA Clostridiaceae species incertae sedis
meta_mOTU_v3_12375	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	NA Clostridium species incertae sedis
meta_mOTU_v3_12376	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	216851 Faecalibacterium	NA Faecalibacterium species incertae sedis
meta_mOTU_v3_12377	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186803 Lachnospiraceae	NA Lachnospiraceae gen. incertae sedis	NA Lachnospiraceae species incertae sedis
meta_mOTU_v3_12378	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	NA Gammaproteobacteria order incertae sedis	NA Gammaproteobacteria fam. incertae sedis	NA Gammaproteobacteria gen. incertae sedis	NA Gammaproteobacteria species incertae sedis
meta_mOTU_v3_12379	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	NA Bacteria species incertae sedis
meta_mOTU_v3_12380	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	54526 Pelagibacterales	1655514 Pelagibacteraceae	NA Pelagibacteraceae gen. incertae sedis	NA Pelagibacteraceae species incertae sedis
meta_mOTU_v3_12381	2 Bacteria	1239 Firmicutes	1737404 Tissierellia	1737405 Tissierellales	1570339 Peptoniphilaceae	543311 Parvimonas	NA Parvimonas species incertae sedis
meta_mOTU_v3_12382	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	NA Clostridiales species incertae sedis
meta_mOTU_v3_12383	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	54526 Pelagibacterales	1655514 Pelagibacteraceae	NA Pelagibacteraceae gen. incertae sedis	NA Pelagibacteraceae species incertae sedis
meta_mOTU_v3_12384	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	NA Firmicutes species incertae sedis
meta_mOTU_v3_12385	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	NA Actinobacteria order incertae sedis	NA Actinobacteria fam. incertae sedis	NA Actinobacteria gen. incertae sedis	NA Actinobacteria species incertae sedis
meta_mOTU_v3_12386	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	NA Clostridiales species incertae sedis
meta_mOTU_v3_12387	2 Bacteria	1239 Firmicutes	526524 Erysipelotrichia	526525 Erysipelotrichales	128827 Erysipelotrichaceae	123375 Solobacterium	NA Solobacterium species incertae sedis
meta_mOTU_v3_12388	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	NA Clostridiales species incertae sedis
meta_mOTU_v3_12389	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	80840 Burkholderiales	995019 Sutterellaceae	NA Sutterellaceae gen. incertae sedis	NA Sutterellaceae species incertae sedis
meta_mOTU_v3_12390	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	NA Clostridiales species incertae sedis
meta_mOTU_v3_12391	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	NA Rhodobacteraceae gen. incertae sedis	NA Rhodobacteraceae species incertae sedis
meta_mOTU_v3_12392	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	2005525 Tannerellaceae	195950 Tannerella	712710 Tannerella sp. oral taxon HOT-286
meta_mOTU_v3_12393	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171550 Rikenellaceae	239759 Alistipes	1965631 Alistipes sp. An31A
meta_mOTU_v3_12394	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	80840 Burkholderiales	995019 Sutterellaceae	NA Sutterellaceae gen. incertae sedis	NA Sutterellaceae species incertae sedis
meta_mOTU_v3_12395	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	NA Gammaproteobacteria order incertae sedis	NA Gammaproteobacteria fam. incertae sedis	NA Gammaproteobacteria gen. incertae sedis	NA Gammaproteobacteria species incertae sedis
meta_mOTU_v3_12396	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	NA Ruminococcaceae gen. incertae sedis	NA Ruminococcaceae species incertae sedis
meta_mOTU_v3_12397	2 Bacteria	200795 Chloroflexi	NA Chloroflexi class incertae sedis	NA Chloroflexi order incertae sedis	NA Chloroflexi fam. incertae sedis	NA Chloroflexi gen. incertae sedis	NA Chloroflexi species incertae sedis
meta_mOTU_v3_12398	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	NA Bacteria species incertae sedis
meta_mOTU_v3_12399	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	NA Clostridium species incertae sedis
meta_mOTU_v3_12400	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	1263 Ruminococcus	1262952 Ruminococcus sp. CAG:177
meta_mOTU_v3_12401	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	NA Clostridiales species incertae sedis
meta_mOTU_v3_12402	2 Bacteria	976 Bacteroidetes	NA Bacteroidetes class incertae sedis	NA Bacteroidetes order incertae sedis	NA Bacteroidetes fam. incertae sedis	NA Bacteroidetes gen. incertae sedis	NA Bacteroidetes species incertae sedis
meta_mOTU_v3_12403	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	216851 Faecalibacterium	NA Faecalibacterium species incertae sedis
meta_mOTU_v3_12404	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	NA Clostridiales species incertae sedis
meta_mOTU_v3_12405	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	815 Bacteroidaceae	816 Bacteroides	NA Bacteroides species incertae sedis
meta_mOTU_v3_12406	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	1262807 Clostridium sp. CAG:440
meta_mOTU_v3_12407	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	NA Gammaproteobacteria order incertae sedis	NA Gammaproteobacteria fam. incertae sedis	NA Gammaproteobacteria gen. incertae sedis	NA Gammaproteobacteria species incertae sedis
meta_mOTU_v3_12408	2 Bacteria	200795 Chloroflexi	NA Chloroflexi class incertae sedis	NA Chloroflexi order incertae sedis	NA Chloroflexi fam. incertae sedis	NA Chloroflexi gen. incertae sedis	NA Chloroflexi species incertae sedis
meta_mOTU_v3_12409	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	NA Bacteria species incertae sedis
meta_mOTU_v3_12410	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	NA Firmicutes species incertae sedis
meta_mOTU_v3_12411	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	NA Clostridiales species incertae sedis
meta_mOTU_v3_12412	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	NA Gammaproteobacteria order incertae sedis	NA Gammaproteobacteria fam. incertae sedis	NA Gammaproteobacteria gen. incertae sedis	NA Gammaproteobacteria species incertae sedis
meta_mOTU_v3_12413	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	NA Actinobacteria order incertae sedis	NA Actinobacteria fam. incertae sedis	NA Actinobacteria gen. incertae sedis	1550402 marine actinobacterium MedAcidi-G3
meta_mOTU_v3_12414	2 Bacteria	74201 Verrucomicrobia	NA Verrucomicrobia class incertae sedis	NA Verrucomicrobia order incertae sedis	NA Verrucomicrobia fam. incertae sedis	NA Verrucomicrobia gen. incertae sedis	NA Verrucomicrobia species incertae sedis
meta_mOTU_v3_12415	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85007 Corynebacteriales	NA Corynebacteriales fam. incertae sedis	1847725 Lawsonella	1528099 Lawsonella clevelandensis
meta_mOTU_v3_12416	2 Bacteria	256845 Lentisphaerae	NA Lentisphaerae class incertae sedis	NA Lentisphaerae order incertae sedis	NA Lentisphaerae fam. incertae sedis	NA Lentisphaerae gen. incertae sedis	1852900 Lentisphaerae bacterium ADurb.Bin242
meta_mOTU_v3_12417	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	NA Clostridium species incertae sedis
meta_mOTU_v3_12418	2759 Eukaryota	3041 Chlorophyta	1035538 Mamiellophyceae	13792 Mamiellales	1525212 Bathycoccaceae	70447 Ostreococcus	385169 Ostreococcus sp. RCC809
meta_mOTU_v3_12419	2 Bacteria	201174 Actinobacteria	84998 Coriobacteriia	1643822 Eggerthellales	1643826 Eggerthellaceae	84111 Eggerthella	NA Eggerthella species incertae sedis
meta_mOTU_v3_12420	2 Bacteria	1224 Proteobacteria	1553900 Oligoflexia	213481 Bdellovibrionales	213483 Bdellovibrionaceae	958 Bdellovibrio	NA Bdellovibrio species incertae sedis
meta_mOTU_v3_12421	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	1262818 Clostridium sp. CAG:533
meta_mOTU_v3_12422	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	NA Bacteria species incertae sedis
meta_mOTU_v3_12423	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	NA Actinobacteria order incertae sedis	NA Actinobacteria fam. incertae sedis	NA Actinobacteria gen. incertae sedis	1550402 marine actinobacterium MedAcidi-G3
meta_mOTU_v3_12424	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	NA Bacteroidales fam. incertae sedis	NA Bacteroidales gen. incertae sedis	NA Bacteroidales species incertae sedis
meta_mOTU_v3_12425	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	NA Clostridiales species incertae sedis
meta_mOTU_v3_12426	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	NA Clostridiales species incertae sedis
meta_mOTU_v3_12427	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
meta_mOTU_v3_12428	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	54526 Pelagibacterales	1655514 Pelagibacteraceae	NA Pelagibacteraceae gen. incertae sedis	684719 alpha proteobacterium HIMB114
meta_mOTU_v3_12429	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
meta_mOTU_v3_12430	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	1262796 Clostridium sp. CAG:343
meta_mOTU_v3_12431	2 Bacteria	200795 Chloroflexi	301297 Dehalococcoidia	1202465 Dehalococcoidales	NA Dehalococcoidales fam. incertae sedis	NA Dehalococcoidales gen. incertae sedis	NA Dehalococcoidales species incertae sedis
meta_mOTU_v3_12432	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135613 Chromatiales	1738654 Woeseiaceae	1738655 Woeseia	1548547 Woeseia oceani
meta_mOTU_v3_12433	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	NA Alphaproteobacteria order incertae sedis	NA Alphaproteobacteria fam. incertae sedis	NA Alphaproteobacteria gen. incertae sedis	NA Alphaproteobacteria species incertae sedis
meta_mOTU_v3_12434	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	NA Clostridiales species incertae sedis
meta_mOTU_v3_12435	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	NA Clostridiales species incertae sedis
meta_mOTU_v3_12436	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	NA Bacteria species incertae sedis
meta_mOTU_v3_12437	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	NA Clostridiales species incertae sedis
meta_mOTU_v3_12438	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	NA Firmicutes species incertae sedis
meta_mOTU_v3_12439	2 Bacteria	976 Bacteroidetes	NA Bacteroidetes class incertae sedis	NA Bacteroidetes order incertae sedis	NA Bacteroidetes fam. incertae sedis	NA Bacteroidetes gen. incertae sedis	NA Bacteroidetes species incertae sedis
meta_mOTU_v3_12440	2 Bacteria	200795 Chloroflexi	NA Chloroflexi class incertae sedis	NA Chloroflexi order incertae sedis	NA Chloroflexi fam. incertae sedis	NA Chloroflexi gen. incertae sedis	NA Chloroflexi species incertae sedis
meta_mOTU_v3_12441	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	NA Bacteria species incertae sedis
meta_mOTU_v3_12442	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	NA Bacteria species incertae sedis
meta_mOTU_v3_12443	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	NA Bacteria species incertae sedis
meta_mOTU_v3_12444	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	NA Bacteria species incertae sedis
meta_mOTU_v3_12445	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	NA Clostridiales species incertae sedis
meta_mOTU_v3_12446	2157 Archaea	651137 Thaumarchaeota	NA Thaumarchaeota class incertae sedis	NA Thaumarchaeota order incertae sedis	NA Thaumarchaeota fam. incertae sedis	NA Thaumarchaeota gen. incertae sedis	NA Thaumarchaeota species incertae sedis
meta_mOTU_v3_12447	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	NA Clostridiales species incertae sedis
meta_mOTU_v3_12448	2 Bacteria	1239 Firmicutes	526524 Erysipelotrichia	526525 Erysipelotrichales	128827 Erysipelotrichaceae	100883 Coprobacillus	1262855 Coprobacillus sp. CAG:605
meta_mOTU_v3_12449	2 Bacteria	544448 Tenericutes	31969 Mollicutes	2085 Mycoplasmatales	2092 Mycoplasmataceae	2093 Mycoplasma	1262907 Mycoplasma sp. CAG:877
