Taxa	CSM67UH7	CSM7KOON	CSM7KOOP	CSMAHYLR	HSM5MD5D	HSM5MD6Q	HSM5MD6W	HSM67VF3	HSM67VFX	HSM67VFZ	HSM67VGK	HSM67VI7	HSM67VI9	HSM67VIB	HSM6XRRJ	HSM6XRTG	HSM6XRUL	HSM6XRUN	HSM6XRVC	HSM6XRVK	HSM7CYXI	HSM7CYXO	HSM7CYZJ	HSM7CZ1A	HSM7CZ1C	HSM7CZ1E	HSM7CZ24	HSM7CZ28	HSM7CZ2A	HSM7J4HC	HSM7J4HW	HSM7J4HY	HSM7J4KO	HSM7J4LD	HSM7J4LN	HSM7J4NY	HSM7J4O5	HSM7J4R2	HSMA33NY	HSMA33SE	HSMA33SG	MSM6J2JR	MSM6J2JZ	MSM6J2K6	MSM6J2KA	MSM6J2QF	MSM6J2QH	MSM6J2RM	MSM6J2RU	MSM79H58	MSM79H5E	MSM79H5M	MSM79H5S	MSM79H5U	MSM79H6D	MSM79H6L	MSM79H83	MSM79H8H	MSM79H9A	MSM79HA7	MSM79HBL	MSM79HC8	MSM79HCP	MSM9VZGO	MSM9VZHB	MSM9VZHN	MSM9VZHP	MSM9VZHR	MSM9VZJZ	MSM9VZKE	MSM9VZL7	MSM9VZLJ	MSM9VZMI	MSM9VZMS	MSM9VZMW	MSM9VZNL	MSM9VZOI	MSM9VZOO	MSM9VZPT	MSMA26BB	MSMA26BF	MSMA26BH	MSMA26BJ	MSMA26BN	MSMA26BR	MSMA26BV	MSMA26DI	MSMAPC5H	MSMAPC6M	MSMAPC7T	MSMB4LZX	MSMB4LZZ	PSM6XBTR	PSM7J154	PSM7J15M	PSM7J17V	PSM7J19P	PSM7J19R	PSM7J1DL	PSMA265L
k__bacteria|p__actinobacteria|c__actinomycetia|o__nakamurellales|f__nakamurellaceae|g__nakamurella|s__nakamurella_sp._pamc28650	0.000129903649651156	0.000626600717490801	0.000389206957463572	0.000446731613452941	0.000111792767511009	0	0	0	0	0	9.03064187093226e-05	0.000158093657493253	9.36481145480079e-05	0.000155751313497552	0	0	0.000358186601528709	0.000163342003526881	0	0	0	0	0.000100703570069727	0.000139396816037325	0.000432082506327416	0	0	0.000243344194088896	0.00024547920689724	0.000138981900595558	0.000275000983987896	0.00012378634008616	0	0	0	0.000231623163011171	0.000166149453965643	0	0	0.000144506980935194	0	0	8.65384759111105e-05	0.000158707989995048	0.000232885308576693	0.000213415269620671	9.33680394306158e-05	0	0.000210596528067348	0.000130529217660081	0.000322797783328634	0.000454019698571846	9.47757700057434e-05	0.000130359884533231	0.000208414155846747	0.000207798318256726	0.000142572134371385	0.000414570494603329	0.000167084621886456	0.000164580222002261	0.000175414426703149	9.11237890994576e-05	0.000276725845079932	0.000268862107910149	0.000393454104070578	9.74439300013965e-05	0.000121631969304514	0	0.000110112743914147	0.000236829377019647	0.000205145015391815	0.000354319715773967	0	0.000152351842699769	0.000256059063819808	0	9.56527062411478e-05	0	0.000204049095844853	0.000172291714239178	0.000103279325131578	0.000127441097459991	0	0.000162169951898181	0.000141819027575292	0.000220646059449576	9.30791610340847e-05	0.00011931869027851	0.000150141384609148	0.000151684708521772	0	0.000141345717657107	7.32306870997371e-05	0	0	0	8.83953112966114e-05	8.92542840271247e-05	0.000152462467043967	7.9363107884701e-05
k__bacteria|p__actinobacteria|c__actinomycetia|o__propionibacteriales	0.00759936350459262	0.0267377121950351	0.0240275723740266	0.0230992931834204	0.0284046790117557	0.00565705524187722	0.0267425682778237	0.0154222173634646	0.00796455337473346	0.045996816532593	0.0232539028176506	0.00501508213492486	0.0117405162554397	0.00459154872190784	0.0218765265798869	0.0043010806051455	0.00962328002773797	0.00397737778587954	0.0177068288350895	0.0348902958215157	0.0707606186499802	0.00362668503979996	0.0197836740836982	0.00910062070415107	0.0259019059793075	0.00524533062476518	0.00502310890089697	0.00603037330976545	0.0064358244243059	0.00960364933115308	0.0138875496913887	0.00379828611948587	0.00286871760343912	0.0354072067688774	0.0190110189114616	0.0149903615811292	0.00518228058797602	0.0209658789627707	0.00685768363448089	0.0120729014072221	0.00336610810889267	0.00134458950695862	0.0125244776045898	0.0107808070346636	0.0252048442539576	0.00440346839650651	0.00347616392957062	0.0135755006020062	0.0251471399651329	0.056388622029155	0.0219027790040929	0.0321330843003313	0.00852252885667031	0.0172977539092172	0.0244837010701868	0.0219888402228026	0.00767513323365957	0.0193423046388365	0.0594403542361069	0.0220284297141488	0.0140803810972874	0.00976681339529641	0.0144252216166026	0.0169903506256768	0.0202055076361245	0.0102864248607724	0.0152371685183291	0.0101430202041543	0.00339776466935083	0.00899951632674659	0.0116716716651869	0.0328207893241929	0.00137469733985564	0.0132376823323577	0.0202374956646552	0.0169136937731835	0.00898265868610051	0.00624743927634313	0.0553857262488213	0.0107928452419828	0.0121024590995094	0.0145969072398405	0.00999088164256998	0.0191581684083351	0.00848335637677654	0.0186251232535378	0.0110764201630561	0.00700002982967257	0.0127796813840845	0.00612984675026219	0.0157534524107516	0.0102517217571301	0.00859240061970248	0.00431617592839438	0.0108103642050309	0.00159952762119491	0.00941410065308911	0.0144324177271861	0.00973726956187471	0.00272215460044524
k__bacteria|p__actinobacteria|c__actinomycetia|o__propionibacteriales|f__actinopolymorphaceae	0	0.000189629164503795	0.000119144986978644	0.000119854823121521	0	0	0	0	0	6.69921592376828e-05	0	0	0	0	0	0	0	0	0	0.000110029315110425	0	0	0.000329575320228198	7.96553234498999e-05	0.000334143804893202	0	0	0	0	0	0	0	0	0	0	0.000246099610699369	8.7030666362956e-05	6.98086979892477e-05	0	0	0	0	0.000180944085995958	9.06902799971705e-05	0.000252846906454696	0	0	7.59013611933255e-05	0.000291963368457005	0.0008906699557982	0.000256339416172739	0.000300548251167278	0	0.000220609035363929	0.000168716221399747	0.00022039215572683	8.0790876143785e-05	0	0.00103731702754508	0.000196230264695004	0.000101200630790278	0	0.000198674965698412	0.000156113482012344	0	0.000121804912501746	0.000276436293873895	0.000108578271587736	6.81650319468531e-05	0	0	0.000323509305706666	0	0.000152351842699769	0.000220740572258455	0	0	0	0.000986237296583456	0	0	0.000117637936116915	0	0	0.000206282221927697	0	9.30791610340847e-05	0	0	9.81489290434994e-05	0.000227213255924302	0	0	0	0	0	4.91085062758952e-05	0.000249911995275949	0	0
k__bacteria|p__actinobacteria|c__actinomycetia|o__propionibacteriales|f__actinopolymorphaceae|g__actinopolymorpha	0	0.000189629164503795	0.000119144986978644	0.000119854823121521	0	0	0	0	0	6.69921592376828e-05	0	0	0	0	0	0	0	0	0	0.000110029315110425	0	0	0.000329575320228198	7.96553234498999e-05	0.000334143804893202	0	0	0	0	0	0	0	0	0	0	0.000246099610699369	8.7030666362956e-05	6.98086979892477e-05	0	0	0	0	0.000180944085995958	9.06902799971705e-05	0.000252846906454696	0	0	7.59013611933255e-05	0.000291963368457005	0.0008906699557982	0.000256339416172739	0.000300548251167278	0	0.000220609035363929	0.000168716221399747	0.00022039215572683	8.0790876143785e-05	0	0.00103731702754508	0.000196230264695004	0.000101200630790278	0	0.000198674965698412	0.000156113482012344	0	0.000121804912501746	0.000276436293873895	0.000108578271587736	6.81650319468531e-05	0	0	0.000323509305706666	0	0.000152351842699769	0.000220740572258455	0	0	0	0.000986237296583456	0	0	0.000117637936116915	0	0	0.000206282221927697	0	9.30791610340847e-05	0	0	9.81489290434994e-05	0.000227213255924302	0	0	0	0	0	4.91085062758952e-05	0.000249911995275949	0	0
k__bacteria|p__actinobacteria|c__actinomycetia|o__propionibacteriales|f__actinopolymorphaceae|g__actinopolymorpha|s__actinopolymorpha_singaporensis	0	0.000189629164503795	0.000119144986978644	0.000119854823121521	0	0	0	0	0	6.69921592376828e-05	0	0	0	0	0	0	0	0	0	0.000110029315110425	0	0	0.000329575320228198	7.96553234498999e-05	0.000334143804893202	0	0	0	0	0	0	0	0	0	0	0.000246099610699369	8.7030666362956e-05	6.98086979892477e-05	0	0	0	0	0.000180944085995958	9.06902799971705e-05	0.000252846906454696	0	0	7.59013611933255e-05	0.000291963368457005	0.0008906699557982	0.000256339416172739	0.000300548251167278	0	0.000220609035363929	0.000168716221399747	0.00022039215572683	8.0790876143785e-05	0	0.00103731702754508	0.000196230264695004	0.000101200630790278	0	0.000198674965698412	0.000156113482012344	0	0.000121804912501746	0.000276436293873895	0.000108578271587736	6.81650319468531e-05	0	0	0.000323509305706666	0	0.000152351842699769	0.000220740572258455	0	0	0	0.000986237296583456	0	0	0.000117637936116915	0	0	0.000206282221927697	0	9.30791610340847e-05	0	0	9.81489290434994e-05	0.000227213255924302	0	0	0	0	0	4.91085062758952e-05	0.000249911995275949	0	0
k__bacteria|p__actinobacteria|c__actinomycetia|o__propionibacteriales|f__kribbellaceae	0.000202974452579931	0.000742027165449632	0.000659268927948499	0.00090435911991693	0.000288797982736775	0.00020517816939451	0	0	0.000172480773720342	0.000221074125484353	0	0	0	0	0	0	0	0	0	0	0	0	0.000411969150285247	0.00019913830862475	0.000328382704808836	0	0	0	0	0	0.000378126352983357	0	0	0	0	0.000434293430645945	0	9.30782639856636e-05	0.000200015772672359	0.000269308464470134	0.000386021572120719	0	0.000125874146779797	0	0.000432501287356716	0	0	0.000271076289976163	0.000421193056134696	0.00162777612611395	0.000417738307837055	0.00106151084454826	0	0.000240664402215196	0.000491261938781617	0.000535238092479445	0.000213858201557078	0.00019432991934531	0.0019771680256564	0.000227880307387747	0.000296855183651483	0.000323075252261713	0.000461209741799886	0.000424975589922493	0.000426241946076459	0.00029233179000419	0	9.04818929897796e-05	0	0.000385693556860568	0.000161956591098801	0.00083188107181714	0	0.000304703685399539	0.000326696046942513	0.000410433878243167	9.56527062411478e-05	0	0.00125150112118177	0.000221517918307514	0.000394339241411479	0.000264685356263058	0.000258880810316113	0.000611823000343137	0.000438349721596356	0.000480229658802019	0.000162888531809648	0.000149148362848137	0.000158973230762627	9.81489290434994e-05	0.000454426511848603	0	0	0.000115216195213813	0	0	0.000147325518827686	0.000223135710067812	0	0
k__bacteria|p__actinobacteria|c__actinomycetia|o__propionibacteriales|f__kribbellaceae|g__kribbella	0.000202974452579931	0.000742027165449632	0.000659268927948499	0.00090435911991693	0.000288797982736775	0.00020517816939451	0	0	0.000172480773720342	0.000221074125484353	0	0	0	0	0	0	0	0	0	0	0	0	0.000411969150285247	0.00019913830862475	0.000328382704808836	0	0	0	0	0	0.000378126352983357	0	0	0	0	0.000434293430645945	0	9.30782639856636e-05	0.000200015772672359	0.000269308464470134	0.000386021572120719	0	0.000125874146779797	0	0.000432501287356716	0	0	0.000271076289976163	0.000421193056134696	0.00162777612611395	0.000417738307837055	0.00106151084454826	0	0.000240664402215196	0.000491261938781617	0.000535238092479445	0.000213858201557078	0.00019432991934531	0.0019771680256564	0.000227880307387747	0.000296855183651483	0.000323075252261713	0.000461209741799886	0.000424975589922493	0.000426241946076459	0.00029233179000419	0	9.04818929897796e-05	0	0.000385693556860568	0.000161956591098801	0.00083188107181714	0	0.000304703685399539	0.000326696046942513	0.000410433878243167	9.56527062411478e-05	0	0.00125150112118177	0.000221517918307514	0.000394339241411479	0.000264685356263058	0.000258880810316113	0.000611823000343137	0.000438349721596356	0.000480229658802019	0.000162888531809648	0.000149148362848137	0.000158973230762627	9.81489290434994e-05	0.000454426511848603	0	0	0.000115216195213813	0	0	0.000147325518827686	0.000223135710067812	0	0
k__bacteria|p__actinobacteria|c__actinomycetia|o__propionibacteriales|f__kribbellaceae|g__kribbella|s__kribbella_flavida	0.000105546715341564	0.000502929523249195	0.000397149956595481	0.000566586436574462	0.000167689151266514	0.00020517816939451	0	0	0.000172480773720342	0.000113886670704061	0	0	0	0	0	0	0	0	0	0	0	0	0.000219716880152132	0.000114504527459231	0.000241966203543353	0	0	0	0	0	0.000206250737990922	0	0	0	0	0.000202670267634774	0	9.30782639856636e-05	0	7.88219896010149e-05	0	0	0	0	0.000226231442617359	0	0	0.000108430515990465	0.000258459375355382	0.000629611520478038	0.000237351311271054	0.000754567949739124	0	0.000240664402215196	0.000223300881264371	0.000232985993196935	7.60384716647388e-05	0	0.000800613813205937	0.000107610145155325	0.000195654552861205	0.000198815539853362	0.000205770500187641	0.000242843194241425	0.000131151368023526	0.000176617123127531	0	9.04818929897796e-05	0	0.000223296269761382	0.000161956591098801	0.000492966561076824	0	0.000203135790266359	0.000123614720464735	0.000305439165204218	9.56527062411478e-05	0	0.000516924376140294	0.000141525336696468	0.000253503798050237	0.000107834774773839	0.000105469959758416	0.00030222581944661	0.000283638055150583	0.000311500319222931	0.000162888531809648	0.000149148362848137	0	9.81489290434994e-05	0.000227213255924302	0	0	0	0	0	5.40193569034847e-05	9.81797124298372e-05	0	0
k__bacteria|p__actinobacteria|c__actinomycetia|o__propionibacteriales|f__kribbellaceae|g__kribbella|s__kribbella_qitaiheensis	8.93087591351697e-05	0.000230852895917663	0.000254175972221108	0.00032687679033142	0.00012110883147026	0	0	0	0	0.000107187454780293	0	0	0	0	0	0	0	0	0	0	0	0	0.000183097400126777	7.96553234498999e-05	8.64165012654832e-05	0	0	0	0	0	0.000163281834242813	0	0	0	0	0.000224384939167072	0	0	0.000200015772672359	0.000183917975735701	0.000386021572120719	0	0.000125874146779797	0	0.000199615978780023	0	0	0.000157224248186174	0.000157947396050511	0.000990486416361791	0.000180386996566001	0.000306942894809135	0	0	0.000262998815711371	0.00030225209928251	0.000133067325413293	0.00019432991934531	0.00117655421245046	0.000113940153693873	9.44539220709265e-05	0.000115975731581128	0.000248343707123016	0.00017345942445816	0.000295090578052933	0.000109624421251571	0	0	0	0.000155630733470054	0	0.000338914510740316	0	9.31039038720813e-05	0.00019425170358744	9.5449739126318e-05	0	0	0.000727775108513309	7.99925816110469e-05	0.000131446413803826	0.000147047420146144	0.00014382267239784	0.000309597180896527	0.000154711666445773	0.000168729339579088	0	0	0.000158973230762627	0	0.000227213255924302	0	0	0.000115216195213813	0	0	8.83953112966114e-05	0.000116030569235262	0	0
k__bacteria|p__actinobacteria|c__actinomycetia|o__propionibacteriales|f__nocardioidaceae	0.00239509854044319	0.0124000984092916	0.0113584887586308	0.0108741012250253	0.00344694366492279	0.00118710226578252	0	0	0.00185670479946016	0.00194947183381657	0.00102046253141535	0.000825600211353654	0.000783686853322803	0.00170080434339327	0.000600799286027471	0.000818859576748854	0.00456090939279889	0.00199277244302794	0.000608780952090504	0.00201353646652077	0	0.000132020654553746	0.00878867520608528	0.00400268000335747	0.0128472531881352	0.000217048163783387	0.00108158038445815	0.00147527417666393	0.00211325578111537	0.00276573982185161	0.00537111296851359	0.000716657758393561	0	0	0.000377606181587472	0.00765080260321273	0.00170105393345778	0.00197209571819625	0.000590522757413632	0.00468990838126039	0.000864688321550411	0	0.00547552538492117	0.00489727511984721	0.0104133002263579	0.00188516821498259	0.000940862551185437	0.00415831028823433	0.0103192298753001	0.0289390953741674	0.00872503420232395	0.0126486051235931	0.000933176812364243	0.00422165472219155	0.0090412045703041	0.00833712040520924	0.00363558942647032	0.00690518980073669	0.0350599231591748	0.00864046165511873	0.00430440016294651	0.00357867971736051	0.00732968712737357	0.00671287972653081	0.00850024804002478	0.00470166962256738	0.00377059104843993	0.00296780609006477	0.00134757024694933	0.00464185578958508	0.00283963889726564	0.01504318271536	0.000610976595491394	0.00445205940333771	0.00678115037977974	0.00597515366930751	0.00139131209078033	0.00112357047450512	0.0304033152808831	0.00438113216208195	0.00367111055694972	0.00386244556917204	0.00234910364916473	0.00858026472770375	0.00433192666048164	0.00599638114504143	0.00280013142777538	0.00159091587038013	0.00401848999983308	0.00128485870747854	0.00708147980964073	0.00222827366659439	0.000775024771805551	0.00142690826380184	0.0010038195333243	0	0.00357509925688517	0.0037933070711528	0.00241907114376428	0.000928548362251001
k__bacteria|p__actinobacteria|c__actinomycetia|o__propionibacteriales|f__nocardioidaceae|g__aeromicrobium	0	0.00201996283927955	0.00196192078558168	0.00090435911991693	0	0.000337078421148124	0	0	0	8.03905910852194e-05	0.000505715944772207	0	5.42173294751624e-05	8.09906830187271e-05	0	0.000322581045385912	0.000222871663173419	0	0	0	0	0	0.000906332130627544	0.00051775960242435	0.00122711431796986	0.000217048163783387	0.000280794907503557	8.36495667180579e-05	0.000341536287857029	0.000284912896220894	0.000498439283478061	0	0	0	0	0.000600772579060224	0.000213620726527256	6.98086979892477e-05	0	0.000197054974002537	0	0	0.000448426647903027	0.000442115114986206	0.000891618038550769	0.000120935319451713	0	0.000303605444773302	0.0011343494807264	0.00300985019545599	0.00111080413674853	0.00165621270324096	8.74853261591478e-05	0.000391079653599693	0.000828694381581111	0.000698957979590805	0.000399201976239879	0.000686632381686763	0.00323030268980482	0.000841891135626953	0.000256374931335372	0.000405915060533947	0.00071664898341213	0.000546397187043205	0.000950847418170563	0.000718648983760299	0.000320666100893719	0.000217156543175471	6.29215679509413e-05	0.000115031411695257	0.000194347909318561	0.00170997775873523	0	0.000287775702877342	0.000856473420362806	0.000314984139116849	0.000104348406808525	0	0.00255061369806066	0.000270744122375851	0.000732344305478461	0.000147047420146144	0	0.000744507506441648	0.000386779166114432	0.000739813258154462	0.000108592354539765	0	0.000441592307673965	0	0.000517541305160909	0.000291005889294043	0.000122051145166228	0	0.000347475992304565	0	9.82170125517904e-05	0.000374867992913924	0.000172790795983163	0.000222216702077163
k__bacteria|p__actinobacteria|c__actinomycetia|o__propionibacteriales|f__nocardioidaceae|g__aeromicrobium|s__aeromicrobium_chenweiae	0	0.000428726806704232	0.000484522947046487	0.000228813753231994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000183097400126777	0	0.000144027502109139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000157342683474746	6.80177099978779e-05	0.000153038917064684	0	0	0	0.000124443402948887	0.000752462548863997	0.000246845363721896	0.000332521469376563	0	0	0.000168716221399747	0.000151126049641255	0	0	0.00117655421245046	0.00017091023054081	0	0	8.51464138707482e-05	0	0	0.000121804912501746	0	0	0	0	0	0.000277293690605713	0	0	0.000150103589135749	0	0	0	0.000700568562400662	0	0.000140835443361243	0	0	0	0	0.00018170851954671	0	0	0.000114813999995231	0	0.000176721421274457	0	0	0	0.000347475992304565	0	0	0	0	0.000222216702077163
k__bacteria|p__actinobacteria|c__actinomycetia|o__propionibacteriales|f__nocardioidaceae|g__aeromicrobium|s__aeromicrobium_choanae	0	0	0.000111201987846735	0	0	0	0	0	0	0	0	0	5.42173294751624e-05	8.09906830187271e-05	0	0	0.000222871663173419	0	0	0	0	0	0.000137323050095082	9.95691543123749e-05	0.000282293904133912	0	0.000124797736668248	8.36495667180579e-05	0.000138749116941918	0.000118134615506225	0.000326563668485626	0	0	0	0	0.000224384939167072	0.000118678181404031	0	0	9.85274870012686e-05	0	0	0	7.93539949975242e-05	0.00014638505110535	0.000120935319451713	0	0	0.000287177083728202	0.000752462548863997	0.000360773993132002	0.000345310756660277	0	0.000240664402215196	0.000183602946817372	9.44537810257844e-05	0	0.000246151231170726	0.00077972823547013	0.000101280136616776	7.42137959128709e-05	0.000124259712408351	0.000184483896719954	0.00013009456834362	0	9.13536843763092e-05	0	0	6.29215679509413e-05	0	0	0.000362022318290792	0	0.000126959868916475	9.71258517937202e-05	0	0	0	0.000673362016288015	9.2299132628131e-05	0.000131446413803826	0	0	0.000213769482047602	0.000206282221927697	0.000272562779320065	0	0	0.000132477692302189	0	0	0	0.000122051145166228	0	0	0	0	0.000133881426040687	0	0
