Taxonomy	reERR3589553	reERR3589554	reERR3589555	reERR3589556	reERR3589557	reERR3589558	reERR3589559	reERR3589560	reERR3589561	reERR3589562	reERR3589563	reERR3589564	reERR3589565	reERR3589566	reERR3589567	reERR3589568	reERR3589569	reERR3589570	reERR3589571	reERR3589572	reERR3589573	reERR3589574	reERR3589575	reERR3589576	reERR3589577	reERR3589578	reERR3589579	reERR3589580	reERR3589581	reERR3589582	reERR3589583	reERR3589584	reERR3589585	reERR3589586	reERR3589587	reERR3589588	reERR3589589	reERR3589590	reERR3589591	reERR3589592	reERR3589593
k__Bacteria|p__Proteobacteria|c__CFGB128|o__OFGB128|f__FGB128|g__GGB16988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0267470976096	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB128|o__OFGB128|f__FGB128|g__GGB16988|s__GGB16988_SGB25588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0267470976096	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB128|o__OFGB128|f__FGB128|g__GGB16988|s__GGB16988_SGB25588|t__SGB25588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0267470976096	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB129	0	0	0	0	0	0.0907196503471097	0	0	0	0	0	0	0	0	0.304555392120669	0	0	0	0	0	0	0.727228507881639	0	0	0	0.172217579551549	0.361633893929454	0	0	0	3.11282084396951	0	0	0	0	0	0	0	0.54840561736943	0	0
k__Bacteria|p__Proteobacteria|c__CFGB129|o__OFGB129	0	0	0	0	0	0.0907196503471097	0	0	0	0	0	0	0	0	0.304555392120669	0	0	0	0	0	0	0.727228507881639	0	0	0	0.172217579551549	0.361633893929454	0	0	0	3.11282084396951	0	0	0	0	0	0	0	0.54840561736943	0	0
k__Bacteria|p__Proteobacteria|c__CFGB129|o__OFGB129|f__FGB129	0	0	0	0	0	0.0907196503471097	0	0	0	0	0	0	0	0	0.304555392120669	0	0	0	0	0	0	0.727228507881639	0	0	0	0.172217579551549	0.361633893929454	0	0	0	3.11282084396951	0	0	0	0	0	0	0	0.54840561736943	0	0
k__Bacteria|p__Proteobacteria|c__CFGB129|o__OFGB129|f__FGB129|g__GGB27355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854966065454376	0	0	0	0	0	0	0	0.54840561736943	0	0
k__Bacteria|p__Proteobacteria|c__CFGB129|o__OFGB129|f__FGB129|g__GGB27355|s__GGB27355_SGB39620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854966065454376	0	0	0	0	0	0	0	0.54840561736943	0	0
k__Bacteria|p__Proteobacteria|c__CFGB129|o__OFGB129|f__FGB129|g__GGB27355|s__GGB27355_SGB39620|t__SGB39620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854966065454376	0	0	0	0	0	0	0	0.54840561736943	0	0
k__Bacteria|p__Proteobacteria|c__CFGB129|o__OFGB129|f__FGB129|g__GGB333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.25785477851513	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB129|o__OFGB129|f__FGB129|g__GGB333|s__GGB333_SGB469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.25785477851513	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB129|o__OFGB129|f__FGB129|g__GGB333|s__GGB333_SGB469|t__SGB469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.25785477851513	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB13055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19992693521151
k__Bacteria|p__Proteobacteria|c__CFGB13055|o__OFGB13055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19992693521151
k__Bacteria|p__Proteobacteria|c__CFGB13055|o__OFGB13055|f__FGB13055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19992693521151
k__Bacteria|p__Proteobacteria|c__CFGB13180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.312165084708518	0	0	0	0	0	0	0.145109633134733	0	0	0	0	0	0	0	0	0	0.411963990704115	0.148521789578476	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB13180|o__OFGB13180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.312165084708518	0	0	0	0	0	0	0.145109633134733	0	0	0	0	0	0	0	0	0	0.411963990704115	0.148521789578476	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB13180|o__OFGB13180|f__FGB13180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.312165084708518	0	0	0	0	0	0	0.145109633134733	0	0	0	0	0	0	0	0	0	0.411963990704115	0.148521789578476	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB13279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143300997655931	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB13279|o__OFGB13279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143300997655931	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB13279|o__OFGB13279|f__FGB13279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143300997655931	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB13279|o__OFGB13279|f__FGB13279|g__GGB36977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143300997655931	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB13279|o__OFGB13279|f__FGB13279|g__GGB36977|s__GGB36977_SGB46483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143300997655931	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB13279|o__OFGB13279|f__FGB13279|g__GGB36977|s__GGB36977_SGB46483|t__SGB46483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143300997655931	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB13426	0	0	0	0	0	0	0	0	0	0	0	0	0.32757533415573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.338259502299523	0	0.451658584300748	0	0	0	0	0	0.101354181750172	0	3.7641948561195
k__Bacteria|p__Proteobacteria|c__CFGB13426|o__OFGB13426	0	0	0	0	0	0	0	0	0	0	0	0	0.32757533415573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.338259502299523	0	0.451658584300748	0	0	0	0	0	0.101354181750172	0	3.7641948561195
k__Bacteria|p__Proteobacteria|c__CFGB13426|o__OFGB13426|f__FGB13426	0	0	0	0	0	0	0	0	0	0	0	0	0.32757533415573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.338259502299523	0	0.451658584300748	0	0	0	0	0	0.101354181750172	0	3.7641948561195
k__Bacteria|p__Proteobacteria|c__CFGB13426|o__OFGB13426|f__FGB13426|g__GGB37249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.451658584300748	0	0	0	0	0	0	0	3.7641948561195
k__Bacteria|p__Proteobacteria|c__CFGB135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.392631186505697	0.105788346536905	0	0	0	0	0	0	0	0.131326962162634	0	0
k__Bacteria|p__Proteobacteria|c__CFGB135|o__OFGB135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.392631186505697	0.105788346536905	0	0	0	0	0	0	0	0.131326962162634	0	0
k__Bacteria|p__Proteobacteria|c__CFGB135|o__OFGB135|f__FGB135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.392631186505697	0.105788346536905	0	0	0	0	0	0	0	0.131326962162634	0	0
k__Bacteria|p__Proteobacteria|c__CFGB135|o__OFGB135|f__FGB135|g__GGB346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.392631186505697	0.105788346536905	0	0	0	0	0	0	0	0.131326962162634	0	0
k__Bacteria|p__Proteobacteria|c__CFGB135|o__OFGB135|f__FGB135|g__GGB346|s__GGB346_SGB485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105788346536905	0	0	0	0	0	0	0	0.131326962162634	0	0
k__Bacteria|p__Proteobacteria|c__CFGB135|o__OFGB135|f__FGB135|g__GGB346|s__GGB346_SGB485|t__SGB485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105788346536905	0	0	0	0	0	0	0	0.131326962162634	0	0
k__Bacteria|p__Proteobacteria|c__CFGB13615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143074891318679	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB13615|o__OFGB13615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143074891318679	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB13615|o__OFGB13615|f__FGB13615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143074891318679	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB13615|o__OFGB13615|f__FGB13615|g__GGB37533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143074891318679	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB13894	0	0	0	0	0	0	0	0	0	0	0.122968653764146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB13894|o__OFGB13894	0	0	0	0	0	0	0	0	0	0	0.122968653764146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB13894|o__OFGB13894|f__FGB13894	0	0	0	0	0	0	0	0	0	0	0.122968653764146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB13894|o__OFGB13894|f__FGB13894|g__GGB38085	0	0	0	0	0	0	0	0	0	0	0.122968653764146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB13935	0	0	0	0	0	0	0.179336372210077	0	0.174915224943073	0	0	0	0	0.125194494471378	0	0	0	0.154200300279802	0.234112164993351	0	0	0	0.404664015685058	0	0	0.256324912042868	0	0.242710688624608	0	0.142036009894109	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB13935|o__OFGB13935	0	0	0	0	0	0	0.179336372210077	0	0.174915224943073	0	0	0	0	0.125194494471378	0	0	0	0.154200300279802	0.234112164993351	0	0	0	0.404664015685058	0	0	0.256324912042868	0	0.242710688624608	0	0.142036009894109	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB13935|o__OFGB13935|f__FGB13935	0	0	0	0	0	0	0.179336372210077	0	0.174915224943073	0	0	0	0	0.125194494471378	0	0	0	0.154200300279802	0.234112164993351	0	0	0	0.404664015685058	0	0	0.256324912042868	0	0.242710688624608	0	0.142036009894109	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB13935|o__OFGB13935|f__FGB13935|g__GGB38173	0	0	0	0	0	0	0.179336372210077	0	0	0	0	0	0	0.125194494471378	0	0	0	0.154200300279802	0.234112164993351	0	0	0	0	0	0	0.256324912042868	0	0.242710688624608	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB14133	0	0	0	0	0	0	0	0	0	0.206588945496828	0	0.243736439745042	0	0	0	0	0	0	0	0	0	0	0	0.322611171280223	0	0	0	0	0	0.25045850535057	0.109914574745784	0	0	0	0	0	0	0	0.129485139712186	0	0
k__Bacteria|p__Proteobacteria|c__CFGB14133|o__OFGB14133	0	0	0	0	0	0	0	0	0	0.206588945496828	0	0.243736439745042	0	0	0	0	0	0	0	0	0	0	0	0.322611171280223	0	0	0	0	0	0.25045850535057	0.109914574745784	0	0	0	0	0	0	0	0.129485139712186	0	0
k__Bacteria|p__Proteobacteria|c__CFGB14133|o__OFGB14133|f__FGB14133	0	0	0	0	0	0	0	0	0	0.206588945496828	0	0.243736439745042	0	0	0	0	0	0	0	0	0	0	0	0.322611171280223	0	0	0	0	0	0.25045850535057	0.109914574745784	0	0	0	0	0	0	0	0.129485139712186	0	0
k__Bacteria|p__Proteobacteria|c__CFGB14133|o__OFGB14133|f__FGB14133|g__GGB38662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109914574745784	0	0	0	0	0	0	0	0.129485139712186	0	0
k__Bacteria|p__Proteobacteria|c__CFGB14133|o__OFGB14133|f__FGB14133|g__GGB38662|s__GGB38662_SGB45807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109914574745784	0	0	0	0	0	0	0	0.129485139712186	0	0
k__Bacteria|p__Proteobacteria|c__CFGB14133|o__OFGB14133|f__FGB14133|g__GGB38662|s__GGB38662_SGB45807|t__SGB45807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109914574745784	0	0	0	0	0	0	0	0.129485139712186	0	0
k__Bacteria|p__Proteobacteria|c__CFGB14691	0	0	0	0	0	0	0.348176284452143	0	0	0	0	0	0	0	0	0	0	0	0	0.0784895715954658	0	0	0	0	0.0533866847311339	0	0	0	0.0704762001102763	0	0	0	0	0	0	0	0.134099648152326	0.329461251306986	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB14691|o__OFGB14691	0	0	0	0	0	0	0.348176284452143	0	0	0	0	0	0	0	0	0	0	0	0	0.0784895715954658	0	0	0	0	0.0533866847311339	0	0	0	0.0704762001102763	0	0	0	0	0	0	0	0.134099648152326	0.329461251306986	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB14691|o__OFGB14691|f__FGB14691	0	0	0	0	0	0	0.348176284452143	0	0	0	0	0	0	0	0	0	0	0	0	0.0784895715954658	0	0	0	0	0.0533866847311339	0	0	0	0.0704762001102763	0	0	0	0	0	0	0	0.134099648152326	0.329461251306986	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB14691|o__OFGB14691|f__FGB14691|g__GGB40669	0	0	0	0	0	0	0.348176284452143	0	0	0	0	0	0	0	0	0	0	0	0	0.0784895715954658	0	0	0	0	0.0533866847311339	0	0	0	0.0704762001102763	0	0	0	0	0	0	0	0.134099648152326	0.329461251306986	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB14790	0	0	0	0	0	0	0	0	0	0.508432604196927	0	3.69038081714597	0.095161124888468	0	0	0	0	0	0	0	0	0	0	1.44917490450969	0	0	0	0	0	0.233726344298212	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB14790|o__OFGB14790	0	0	0	0	0	0	0	0	0	0.508432604196927	0	3.69038081714597	0.095161124888468	0	0	0	0	0	0	0	0	0	0	1.44917490450969	0	0	0	0	0	0.233726344298212	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB14790|o__OFGB14790|f__FGB14790	0	0	0	0	0	0	0	0	0	0.508432604196927	0	3.69038081714597	0.095161124888468	0	0	0	0	0	0	0	0	0	0	1.44917490450969	0	0	0	0	0	0.233726344298212	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB14790|o__OFGB14790|f__FGB14790|g__GGB40811	0	0	0	0	0	0	0	0	0	0.508432604196927	0	3.69038081714597	0.095161124888468	0	0	0	0	0	0	0	0	0	0	1.44917490450969	0	0	0	0	0	0.233726344298212	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB15039	0	0.109796459778099	0	0	0	0	0	0	0	0	0.137581855862646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.774573266239316	0	0	0	0.381627339617558	0	0.207799979496985	0	0.654051022243473	0	0
k__Bacteria|p__Proteobacteria|c__CFGB15039|o__OFGB15039	0	0.109796459778099	0	0	0	0	0	0	0	0	0.137581855862646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.774573266239316	0	0	0	0.381627339617558	0	0.207799979496985	0	0.654051022243473	0	0
k__Bacteria|p__Proteobacteria|c__CFGB15039|o__OFGB15039|f__FGB15039	0	0.109796459778099	0	0	0	0	0	0	0	0	0.137581855862646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.774573266239316	0	0	0	0.381627339617558	0	0.207799979496985	0	0.654051022243473	0	0
k__Bacteria|p__Proteobacteria|c__CFGB15285	0	0	0	0.740131460611995	0	0.962313254981681	0	0	0	0	0	0	0	0	0	0	0	0	0	0.553825648034521	0	0	0	0	0	0	0	0	0.306913225226256	0	0	0	0	0	0	0	0	0.191018407179356	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB15285|o__OFGB15285	0	0	0	0.740131460611995	0	0.962313254981681	0	0	0	0	0	0	0	0	0	0	0	0	0	0.553825648034521	0	0	0	0	0	0	0	0	0.306913225226256	0	0	0	0	0	0	0	0	0.191018407179356	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB15285|o__OFGB15285|f__FGB15285	0	0	0	0.740131460611995	0	0.962313254981681	0	0	0	0	0	0	0	0	0	0	0	0	0	0.553825648034521	0	0	0	0	0	0	0	0	0.306913225226256	0	0	0	0	0	0	0	0	0.191018407179356	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB16045	0	0	0	0	0	0	0	0	0	0.117693894467524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB16045|o__OFGB16045	0	0	0	0	0	0	0	0	0	0.117693894467524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB16045|o__OFGB16045|f__FGB16045	0	0	0	0	0	0	0	0	0	0.117693894467524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB16982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.832245180290032	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB16982|o__OFGB16982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.832245180290032	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB16982|o__OFGB16982|f__FGB16982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.832245180290032	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB16982|o__OFGB16982|f__FGB16982|g__GGB48367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.832245180290032	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB17001	0	0	0	0	0	0	0	0.199486690665354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4250314186946	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB17001|o__OFGB17001	0	0	0	0	0	0	0	0.199486690665354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4250314186946	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB17001|o__OFGB17001|f__FGB17001	0	0	0	0	0	0	0	0.199486690665354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4250314186946	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB20892	0	0	0	0.12824451812009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB20892|o__OFGB20892	0	0	0	0.12824451812009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB20892|o__OFGB20892|f__FGB20892	0	0	0	0.12824451812009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB20892|o__OFGB20892|f__FGB20892|g__GGB43215	0	0	0	0.12824451812009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB2312	0	0	0.132620592605594	0.735736092488261	0.475447860249352	0.112214278883707	0.596725563835235	0	0.7094515588879	0	0	0	0.148082732697122	0	0	0.349160697900077	0	0	0	0.0909865402100113	0	0.119253641392871	0.480036598608965	0.333663828356231	0	0	0	0.276982739680981	0.745671540324199	0	0	0	0	0	0.454358642509604	0.537062578400313	0	0.135520956687996	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB2312|o__OFGB2312	0	0	0.132620592605594	0.735736092488261	0.475447860249352	0.112214278883707	0.596725563835235	0	0.7094515588879	0	0	0	0.148082732697122	0	0	0.349160697900077	0	0	0	0.0909865402100113	0	0.119253641392871	0.480036598608965	0.333663828356231	0	0	0	0.276982739680981	0.745671540324199	0	0	0	0	0	0.454358642509604	0.537062578400313	0	0.135520956687996	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB2312|o__OFGB2312|f__FGB2312	0	0	0.132620592605594	0.735736092488261	0.475447860249352	0.112214278883707	0.596725563835235	0	0.7094515588879	0	0	0	0.148082732697122	0	0	0.349160697900077	0	0	0	0.0909865402100113	0	0.119253641392871	0.480036598608965	0.333663828356231	0	0	0	0.276982739680981	0.745671540324199	0	0	0	0	0	0.454358642509604	0.537062578400313	0	0.135520956687996	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB2312|o__OFGB2312|f__FGB2312|g__GGB6413	0	0	0.132620592605594	0.735736092488261	0.475447860249352	0.112214278883707	0.596725563835235	0	0.7094515588879	0	0	0	0.148082732697122	0	0	0.349160697900077	0	0	0	0.0909865402100113	0	0.119253641392871	0.480036598608965	0.333663828356231	0	0	0	0.276982739680981	0.745671540324199	0	0	0	0	0	0.454358642509604	0.537062578400313	0	0.135520956687996	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB2312|o__OFGB2312|f__FGB2312|g__GGB6413|s__GGB6413_SGB9086	0	0	0.132620592605594	0.735736092488261	0.475447860249352	0.112214278883707	0.596725563835235	0	0.7094515588879	0	0	0	0.148082732697122	0	0	0.349160697900077	0	0	0	0.0909865402100113	0	0.119253641392871	0.480036598608965	0.333663828356231	0	0	0	0.276982739680981	0.745671540324199	0	0	0	0	0	0.454358642509604	0.537062578400313	0	0.135520956687996	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB2312|o__OFGB2312|f__FGB2312|g__GGB6413|s__GGB6413_SGB9086|t__SGB9086	0	0	0.132620592605594	0.735736092488261	0.475447860249352	0.112214278883707	0.596725563835235	0	0.7094515588879	0	0	0	0.148082732697122	0	0	0.349160697900077	0	0	0	0.0909865402100113	0	0.119253641392871	0.480036598608965	0.333663828356231	0	0	0	0.276982739680981	0.745671540324199	0	0	0	0	0	0.454358642509604	0.537062578400313	0	0.135520956687996	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB2316	0	0	0	0	0	0	0	0	0	0	0.668153769850114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.182584545226381	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB2316|o__OFGB2316	0	0	0	0	0	0	0	0	0	0	0.668153769850114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.182584545226381	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB2316|o__OFGB2316|f__FGB2316	0	0	0	0	0	0	0	0	0	0	0.668153769850114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.182584545226381	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB2316|o__OFGB2316|f__FGB2316|g__GGB6420	0	0	0	0	0	0	0	0	0	0	0.668153769850114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB2326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69687124209028	0	0	0	0	0	0	0	1.60833739013565	0	0
k__Bacteria|p__Proteobacteria|c__CFGB2326|o__OFGB2326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69687124209028	0	0	0	0	0	0	0	1.60833739013565	0	0
