Taxa	reSRR9697535	reSRR9697536	reSRR9697537	reSRR9697538	reSRR9697539	reSRR9697540	reSRR9697541	reSRR9697542	reSRR9697543	reSRR9697544	reSRR9697545	reSRR9697546	reSRR9697547	reSRR9697548	reSRR9697549	reSRR9697550	reSRR9697551	reSRR9697552	reSRR9697553	reSRR9697554	reSRR9697555	reSRR9697556	reSRR9697557	reSRR9697558	reSRR9697559	reSRR9697560	reSRR9697561	reSRR9697562	reSRR9697563	reSRR9697564	reSRR9697566	reSRR9697567	reSRR9697568	reSRR9697569
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__chromatiales|f__ectothiorhodospiraceae|g__halorhodospira|s__halorhodospira_halophila	0.000637998013274187	0.000474934278922024	0.000245294137105686	0.000746478201975181	0.000565269893135099	0.00156946097983691	0.000869687457139378	0.00114592812287956	0.000431925837548373	0.000367757532555353	0.000629180385301488	0.000253429386969909	0	0	0.00032579055793805	0.000383549760002455	0.000745583073634707	0.000329470475052496	0.000864325178888302	0.000904457478335125	0.000654217224418004	0.000501120274689756	0.00044927025813311	0.000461203955631026	0.000805161622776412	0.000645792745734112	0.000766919750184227	0.000562441144551659	0.000225885737506768	0.000357707622446759	0.000867301278239465	0.000751914999127045	0.000522446659502181	0.000226285971471425
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__chromatiales|f__ectothiorhodospiraceae|g__spiribacter	0.00239887252991094	0.00157219623367291	0.00086904208574586	0.00292849140774879	0.00180886365803232	0.00352327975065429	0.00232391894284785	0.00443342683605864	0.00182586831327267	0.00176217151016106	0.00156580118614802	0.00110144310490768	0.00146740630255741	0.000750423081271062	0.00176469885549777	0.00141797184000907	0.00315143361020855	0.000576573331341867	0.00398206957416396	0.00352426534661617	0.00297735593969826	0.00204511247238252	0.00244168618550603	0.000749456427900418	0.00264642269811782	0.00205134166292012	0.00315818505821207	0.00395047946768427	0.000858365802525719	0.00112815480925516	0.00401126841185753	0.00231993286316027	0.00222910574720931	0.000694463843481271
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__chromatiales|f__ectothiorhodospiraceae|g__spiribacter|s__spiribacter_curvatus	0.000382798807964512	0.000360294970216708	0.000168201694015328	0.000545503301443402	0.000376846595423399	0.000544506870555663	0.000384943628569889	0.0005072140871762	0.000215962918774187	0.000214525227323956	0.00027884130712225	0.000175451114056091	0	0	0.000312215951357298	0.000209208960001339	0.000568795334525446	0	0.000941497069860472	0.000561387400345939	0.000507352133222125	0.000297963406572287	0.000351602810712869	0	0.000362010652101022	0.000208932947149271	0.000552563298269381	0.000573919535256795	0	0.000302675680531873	0.000487856969009699	0.000375957499563523	0.000296053107051236	0.000148256326136451
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__chromatiales|f__ectothiorhodospiraceae|g__spiribacter|s__spiribacter_salinus	0.000293479086106126	0.000212901573309873	0.000133159674428801	0.000330173050873638	0.00017586174453092	0.000416387606895507	0.000327914942855831	0.0005072140871762	0.000333760874469198	0.000383080763078492	0.000185894204748167	0.000165703829941863	0	0	0.000162895278969025	0.000244077120001562	0.00047655825325105	0	0.000401293833055283	0.000592575589254047	0.000427243901660737	0.000352138571403612	0.000371136300196917	0	0.000324561274297468	0.000246920755721866	0.000419185950411255	0.000776704437714196	0	0	0.000379444309229766	0.000238412072893941	0.000208978663800873	0.000109241503468964
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__chromatiales|f__ectothiorhodospiraceae|g__spiribacter|s__spiribacter_sp._2438	0.000293479086106126	0	0.000112134462676885	0.000430660501139528	0.000226107957254039	0	0.000313657771427317	0.000619928328770911	0.000274861896621692	0.000352434302032213	0.000235942644488058	0.000204692966398772	0	0.000266279157870377	0.000217193705292033	0.000174340800001116	0.000399694018855719	0	0.000324121942083113	0.000421040550259455	0.000400541157806941	0.000284419615364456	0.000332069321228821	0	0.000430667844740872	0.000284908564294461	0.000500165054467974	0.000876183823825374	0.000248474311257445	0	0.000731785453514549	0.000275090853339163	0.000696595546002909	0
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__chromatiales|f__ectothiorhodospiraceae|g__spiribacter|s__spiribacter_sp._e85	0.00141635558946869	0.000982622646045566	0.00044853785070754	0.00160779920425424	0.00101748580764318	0.00253035545728808	0.0012831454285663	0.00278028462600288	0.000962016638175922	0.000796807987203264	0.000850823475578149	0.000536100626282499	0.00146740630255741	0.000459936727230651	0.00104524470671791	0.000778722240004984	0.00169101315669727	0.000576573331341867	0.00226885359458179	0.00193366771230268	0.00162886737508156	0.00109704708783433	0.00136734426388338	0.000749456427900418	0.0015229413640112	0.00127259158718193	0.00167674380164502	0.00172175860577039	0.000609891491268274	0.000797963157765846	0.00241218168010351	0.00142130274225234	0.000992648653054145	0.000421360084808861
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__chromatiales|f__ectothiorhodospiraceae|g__thioalkalivibrio	0.0043128665697335	0.00240742548281164	0.00115638664635538	0.00582827211542161	0.00298964965702563	0.0069824998694785	0.00413457971426918	0.00708221151353435	0.00321981078899696	0.00229848457847095	0.00255962020384015	0.00144259804890563	0.00302948397947335	0.00135560298552192	0.00336650243202652	0.00251050752001607	0.00596466458907765	0.0017297199940256	0.00640526695069009	0.00739160077122154	0.00582119816012754	0.00302026543934637	0.00332069321228821	0.00227719453092819	0.00493083474413462	0.00322896372867056	0.00535414782116194	0.00362143226747038	0.00158120016254738	0.00187108602510612	0.00642345009196104	0.00331025993518126	0.00550310481342298	0.00111582392829013
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__chromatiales|f__ectothiorhodospiraceae|g__thioalkalivibrio|s__thioalkalivibrio_nitratireducens	0.000918717139114829	0.000638704719929618	0.000280336156692213	0.00103358520273487	0.000690885424942898	0.00102495410928125	0.000784144428568292	0.0015216422615286	0.000706787734170065	0.000444373685171051	0.000686378602147078	0.000331407659883727	0.000662699620509796	0.000411522334890582	0.000583708082972339	0.000534645120003422	0.000991548623699765	0.000439293966736661	0.00109584085180481	0.00149703306758917	0.00126838033305531	0.000582383021936743	0.000625071663489544	0	0.00114844758597566	0.000759756171451896	0.000981276202099073	0.000832183326122353	0.000406594327512183	0.000467771506276531	0.0011383329276893	0.000669387743125296	0.000522446659502181	0.000202877077870933
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__chromatiales|f__ectothiorhodospiraceae|g__thioalkalivibrio|s__thioalkalivibrio_paradoxus	0.000816637456990959	0.000540442455325061	0.000252302541022992	0.00137811360364649	0.000716008531304458	0.00176163987532714	0.000855430285710864	0.00146528514073124	0.000863851675096746	0.000566959529356168	0.000521933728716007	0.000341154943997954	0.00118339217948178	0	0.000828051001425877	0.000523022400003347	0.00115296351592996	0	0.00185212538333208	0.0016217858232216	0.00106810975415184	0.000717820934015056	0.000664138642457641	0.000605330191765722	0.00121086321564825	0.000702774458593004	0.00111941702666642	0.000436178846795164	0	0.000715415244893517	0.00149067407197408	0.000715236218681823	0.00236842485640989	0.000351133404007384
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__chromatiales|f__ectothiorhodospiraceae|g__thioalkalivibrio|s__thioalkalivibrio_sp._k90mix	0.000689037854336122	0.000409426102518986	0.000126151270511496	0.000803899602127118	0.000452215914508079	0.00118510318885644	0.000527515342855033	0.0010144281743524	0.000471191822780044	0.000413727224124772	0.000357488855284937	0.000194945682284545	0	0.000266279157870377	0.000597282689553091	0.000395172480002529	0.000868565848667236	0.000411838093815619	0.000848890800693868	0.00096683385615134	0.000841136431394576	0.000501120274689756	0.000468803747617158	0.000374728213950209	0.000786436933874635	0.000493841511443732	0.000776446703602665	0.000604528577137158	0.000361417180010829	0	0.000948610773074415	0.00064187865779138	0.000731425323303054	0.00021068004240443
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__chromatiales|f__ectothiorhodospiraceae|g__thioalkalivibrio|s__thioalkalivibrio_sulfidiphilus	0.00126323606628289	0.000343917926115948	0.000301361368444129	0.00180877410478602	0.000753693190846798	0.00179366969124218	0.00136868845713738	0.00204764205563725	0.000706787734170065	0.000367757532555353	0.000593431499772995	0.000370396796340636	0.00113605649230251	0.000363107942550514	0.000760177968522116	0.00066249504000424	0.001860114472367	0.000549117458420826	0.00146626592847123	0.0021987673180216	0.00168227286278915	0.000785539890054212	0.00103527494265456	0.000835932169581235	0.00108603195630307	0.000854725692883383	0.00161481860442517	0.00100627225181691	0.000474360048764213	0.000660383302978631	0.0019514278760388	0.000724405913793129	0.00128870176010538	0.000171665219736943
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__chromatiales|f__ectothiorhodospiraceae|g__thioalkalivibrio|s__thioalkalivibrio_versutus	0.000586958172212252	0.000442180190720505	0.000182218501849938	0.000789544252089134	0.000351723489061839	0.0011530733729414	0.000570286857140576	0.000995642467419948	0.000431925837548373	0.00047502014621733	0.000371788409496334	0.000185198398170318	0	0.000266279157870377	0.000556558869810835	0.000360304320002306	0.00107609928153463	0.000274558729210413	0.00111127522999925	0.00107599251732972	0.000934596034882862	0.000406313736234937	0.000488337237101207	0.000432378708404087	0.000686571926398491	0.000379878085725948	0.000852662330950166	0.000736530070246221	0.000316240032509475	0	0.000840198113294482	0.00054101201156702	0.000539861548152254	0.000163862255203446
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__chromatiales|f__granulosicoccaceae	0.000586958172212252	0	9.11092509249692e-05	0.000818254952165103	0.000213546404073259	0.000832775213791014	0.00058454402856909	0.000845356811960334	0.000255228904005857	0.00099600998400408	0.000328889746862142	0.00038989136456909	0	0	0.000407238197422562	0.000313813440002008	0.000799388037711438	0	0.000679112640555094	0.000810892911610801	0.000574108992856615	0.000446945109858431	0.000351602810712869	0.000432378708404087	0.000592948481889606	0	0.000566853728397038	0.000464874823558004	0	0.000302675680531873	0	0.000311769633784385	0.000522446659502181	0.000171665219736943
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__chromatiales|f__granulosicoccaceae|g__granulosicoccus	0.000280719125840642	0	9.11092509249692e-05	0.000502437251329449	0.000213546404073259	0.000352327975065429	0.000256629085713259	0.000244214190121874	0.000255228904005857	0.000582282759879308	0.000235942644488058	0.000272923955198363	0	0	0.000244342918453537	0.000139472640000893	0.00045349898293245	0	0.000277818807499811	0.00028069370017297	0.000213621950830369	0.000311507197780118	0.000351602810712869	0.000432378708404087	0.000268387207592137	0	0.000304862509390003	0.000300351223451056	0	0.000302675680531873	0	0.000192563597337414	0.0001915637751508	8.58326098684717e-05
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__chromatiales|f__granulosicoccaceae|g__granulosicoccus|s__granulosicoccus_antarcticus	0.000280719125840642	0	9.11092509249692e-05	0.000502437251329449	0.000213546404073259	0.000352327975065429	0.000256629085713259	0.000244214190121874	0.000255228904005857	0.000582282759879308	0.000235942644488058	0.000272923955198363	0	0	0.000244342918453537	0.000139472640000893	0.00045349898293245	0	0.000277818807499811	0.00028069370017297	0.000213621950830369	0.000311507197780118	0.000351602810712869	0.000432378708404087	0.000268387207592137	0	0.000304862509390003	0.000300351223451056	0	0.000302675680531873	0	0.000192563597337414	0.0001915637751508	8.58326098684717e-05
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__chromatiales|f__granulosicoccaceae|g__sulfuriflexus	0.00030623904637161	0	0	0.000315817700835654	0	0.000480447238725585	0.000327914942855831	0.000601142621838459	0	0.000413727224124772	9.29471023740835e-05	0.000116967409370727	0	0	0.000162895278969025	0.000174340800001116	0.000338202631339455	0	0.000401293833055283	0.000530199211437832	0.000360487042026247	0.000135437912078312	0	0	0.000324561274297468	0	0.000257227742297815	0.000164523600106948	0	0	0	0.000119206036446971	0.000330882884351382	8.58326098684717e-05
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__chromatiales|f__granulosicoccaceae|g__sulfuriflexus|s__sulfuriflexus_mobilis	0.00030623904637161	0	0	0.000315817700835654	0	0.000480447238725585	0.000327914942855831	0.000601142621838459	0	0.000413727224124772	9.29471023740835e-05	0.000116967409370727	0	0	0.000162895278969025	0.000174340800001116	0.000338202631339455	0	0.000401293833055283	0.000530199211437832	0.000360487042026247	0.000135437912078312	0	0	0.000324561274297468	0	0.000257227742297815	0.000164523600106948	0	0	0	0.000119206036446971	0.000330882884351382	8.58326098684717e-05
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__chromatiales|f__halothiobacillaceae	0.000701797814601605	0.000343917926115948	0.000301361368444129	0.000961808452544945	0.000326600382700279	0.00112104355702636	0.00058454402856909	0.0010144281743524	0.000549723793243384	0.00047502014621733	0.000343189301073539	0.000146209261713409	0.000662699620509796	0	0.000597282689553091	0.000395172480002529	0.00109147212841369	0	0.000478465724027453	0.00107599251732972	0.000841136431394576	0.000839715054885537	0.000742272600393834	0	0.000954959133990628	0.000341890277153353	0.000909824051460792	0.00085131397729758	0	0.000357707622446759	0.000677579123624582	0.000467654450676577	0.000801084877903345	0.000249694865071918
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__chromatiales|f__halothiobacillaceae|g__halothiobacillus	0.000701797814601605	0.000343917926115948	0.000301361368444129	0.000961808452544945	0.000326600382700279	0.00112104355702636	0.00058454402856909	0.0010144281743524	0.000549723793243384	0.00047502014621733	0.000343189301073539	0.000146209261713409	0.000662699620509796	0	0.000597282689553091	0.000395172480002529	0.00109147212841369	0	0.000478465724027453	0.00107599251732972	0.000841136431394576	0.000839715054885537	0.000742272600393834	0	0.000954959133990628	0.000341890277153353	0.000909824051460792	0.00085131397729758	0	0.000357707622446759	0.000677579123624582	0.000467654450676577	0.000801084877903345	0.000249694865071918
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__chromatiales|f__halothiobacillaceae|g__halothiobacillus|s__halothiobacillus_neapolitanus	0.00020415936424774	0	0.00010512605875958	0.000229685600607748	0	0.00032029815915039	0.000199600399999202	0.000281785603986778	0.000255228904005857	0.000168555535754537	0.000121546210796878	0	0	0	0.000257917525034289	0.000139472640000893	0.000407380442295252	0	0.000200646916527642	0.000233911416810808	0.000360487042026247	0.000284419615364456	0.000214868384324531	0	0.000305836585395691	0	0.000362024229900629	0.000311829614156192	0	0	0	0.000128375731558276	0.000208978663800873	9.36355744019691e-05
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__chromatiales|f__halothiobacillaceae|g__halothiobacillus|s__halothiobacillus_sp._ls2	0.000484878490088382	0.000343917926115948	0.000189226905767244	0.000717767501899213	0.000326600382700279	0.000800745397875975	0.000370686457141374	0.000732642570365622	0.000294494889237527	0.000291141379939654	0.000214493313170962	0.000146209261713409	0.000662699620509796	0	0.000339365164518802	0.000244077120001562	0.000676405262678909	0	0.000262384429305377	0.000842081100518909	0.000467298017441431	0.000541751648313249	0.000527404216069303	0	0.000649122548594937	0.000341890277153353	0.000547799821560162	0.000539484363141388	0	0.000357707622446759	0.000677579123624582	0.000339278719118301	0.000592106214102472	0.000148256326136451
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__chromatiales|f__thioalkalibacteraceae	0.000816637456990959	0.000540442455325061	0.000238285733188381	0.00104794055277285	0.000602954552677438	0.0011530733729414	0.000998001999996008	0.00157799938232596	0.000549723793243384	0.000444373685171051	0.00050763417450461	0.000477616921597135	0.000994049430764694	0	0.000583708082972339	0.000546267840003496	0.00100692147057883	0.000466749839657702	0.00129648776833245	0.00120074527296215	0.00110816386993254	0.000744908516430718	0.0011329423900748	0.00034590296672327	0.000786436933874635	0.00094969521431487	0.000981276202099073	0.00167584504294984	0.000384005753761506	0.000302675680531873	0.000921507608129432	0.00076108469423835	0.000940403987103927	0.00021068004240443
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__chromatiales|f__thioalkalibacteraceae|g__guyparkeria	0.000816637456990959	0.000540442455325061	0.000238285733188381	0.00104794055277285	0.000602954552677438	0.0011530733729414	0.000998001999996008	0.00157799938232596	0.000549723793243384	0.000444373685171051	0.00050763417450461	0.000477616921597135	0.000994049430764694	0	0.000583708082972339	0.000546267840003496	0.00100692147057883	0.000466749839657702	0.00129648776833245	0.00120074527296215	0.00110816386993254	0.000744908516430718	0.0011329423900748	0.00034590296672327	0.000786436933874635	0.00094969521431487	0.000981276202099073	0.00167584504294984	0.000384005753761506	0.000302675680531873	0.000921507608129432	0.00076108469423835	0.000940403987103927	0.00021068004240443
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__chromatiales|f__thioalkalibacteraceae|g__guyparkeria|s__guyparkeria_halophila	0.000816637456990959	0.000540442455325061	0.000238285733188381	0.00104794055277285	0.000602954552677438	0.0011530733729414	0.000998001999996008	0.00157799938232596	0.000549723793243384	0.000444373685171051	0.00050763417450461	0.000477616921597135	0.000994049430764694	0	0.000583708082972339	0.000546267840003496	0.00100692147057883	0.000466749839657702	0.00129648776833245	0.00120074527296215	0.00110816386993254	0.000744908516430718	0.0011329423900748	0.00034590296672327	0.000786436933874635	0.00094969521431487	0.000981276202099073	0.00167584504294984	0.000384005753761506	0.000302675680531873	0.000921507608129432	0.00076108469423835	0.000940403987103927	0.00021068004240443
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__chromatiales|f__thioalkalispiraceae	0.00108459662256612	0.000540442455325061	0.00021025211751916	0.00116278335307672	0.000577831446315879	0.00112104355702636	0.000855430285710864	0.00187857069324519	0.000746053719401736	0.00190008058486932	0.000521933728716007	0.000243682102855681	0.00113605649230251	0	0.000475111230326323	0.000697363200004463	0.00132975125503922	0	0.00169778160138774	0.00185569724003241	0.00105475838222494	0.000731364725222887	0.000546937705553351	0	0.00104234101553225	0.000569817128588922	0.00123850394439689	0.000682964246955587	0.000474360048764213	0.000577835390106302	0.0014635709070291	0.000715236218681823	0.000905574209803781	0.000288709687739405
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__chromatiales|f__thioalkalispiraceae|g__sulfurivermis	0.00108459662256612	0.000540442455325061	0.00021025211751916	0.00116278335307672	0.000577831446315879	0.00112104355702636	0.000855430285710864	0.00187857069324519	0.000746053719401736	0.00190008058486932	0.000521933728716007	0.000243682102855681	0.00113605649230251	0	0.000475111230326323	0.000697363200004463	0.00132975125503922	0	0.00169778160138774	0.00185569724003241	0.00105475838222494	0.000731364725222887	0.000546937705553351	0	0.00104234101553225	0.000569817128588922	0.00123850394439689	0.000682964246955587	0.000474360048764213	0.000577835390106302	0.0014635709070291	0.000715236218681823	0.000905574209803781	0.000288709687739405
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__chromatiales|f__thioalkalispiraceae|g__sulfurivermis|s__sulfurivermis_fontis	0.00108459662256612	0.000540442455325061	0.00021025211751916	0.00116278335307672	0.000577831446315879	0.00112104355702636	0.000855430285710864	0.00187857069324519	0.000746053719401736	0.00190008058486932	0.000521933728716007	0.000243682102855681	0.00113605649230251	0	0.000475111230326323	0.000697363200004463	0.00132975125503922	0	0.00169778160138774	0.00185569724003241	0.00105475838222494	0.000731364725222887	0.000546937705553351	0	0.00104234101553225	0.000569817128588922	0.00123850394439689	0.000682964246955587	0.000474360048764213	0.000577835390106302	0.0014635709070291	0.000715236218681823	0.000905574209803781	0.000288709687739405
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__chromatiales|f__wenzhouxiangellaceae	0.00179915439743321	0.00108088491065012	0.000371445407617182	0.00192361690508989	0.00103004736082396	0.00301080269601367	0.00152551734285104	0.002536070435881	0.0011190805791026	0.000643575681971867	0.000765026150309764	0.000614078899196317	0.00108872080512324	0.000266279157870377	0.000963797067233397	0.000883326720005653	0.00241353696001338	0.00101586729807853	0.00229972235097066	0.00266659015164321	0.0020427599048154	0.00154399219769276	0.0010938754111067	0.000951233158488992	0.00171018825302897	0.00112064035289155	0.00204829498496409	0.00130662347526797	0.00056471434376692	0.000935543012553061	0.0021140468657087	0.000971987681798375	0.00128870176010538	0.000460374907476348
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__chromatiales|f__wenzhouxiangellaceae|g__wenzhouxiangella	0.00179915439743321	0.00108088491065012	0.000371445407617182	0.00192361690508989	0.00103004736082396	0.00301080269601367	0.00152551734285104	0.002536070435881	0.0011190805791026	0.000643575681971867	0.000765026150309764	0.000614078899196317	0.00108872080512324	0.000266279157870377	0.000963797067233397	0.000883326720005653	0.00241353696001338	0.00101586729807853	0.00229972235097066	0.00266659015164321	0.0020427599048154	0.00154399219769276	0.0010938754111067	0.000951233158488992	0.00171018825302897	0.00112064035289155	0.00204829498496409	0.00130662347526797	0.00056471434376692	0.000935543012553061	0.0021140468657087	0.000971987681798375	0.00128870176010538	0.000460374907476348
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__chromatiales|f__wenzhouxiangellaceae|g__wenzhouxiangella|s__wenzhouxiangella_marina	0.00114839642389354	0.000622327675828859	0.000133159674428801	0.00110536195292479	0.000690885424942898	0.00169758024349707	0.00094097331428195	0.00169071362392067	0.000746053719401736	0.000413727224124772	0.00045043595765902	0.000399638648683317	0.00108872080512324	0	0.000488685836907075	0.000639249600004091	0.00142198833631362	0.000494205712578743	0.00141996279388792	0.00160619172876755	0.00128173170498221	0.000758452307638549	0.000683672131941689	0.000547679697311844	0.00104858257849951	0.000740762267165599	0.00121945003756001	0.000642789879487611	0.000316240032509475	0.000385223593404202	0.00116543609263428	0.000605199877346158	0.000748840211953127	0.000257497829605415
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__chromatiales|f__wenzhouxiangellaceae|g__wenzhouxiangella|s__wenzhouxiangella_sp._ab-cw3	0.000650757973539671	0.000458557234821264	0.000238285733188381	0.000818254952165103	0.000326600382700279	0.0013132224525166	0.000570286857140576	0.000845356811960334	0.000373026859700868	0.000214525227323956	0.000307440415545045	0.000214440250513	0	0.000266279157870377	0.000461536623745571	0.000244077120001562	0.000991548623699765	0.000521661585499785	0.000864325178888302	0.00104480432842161	0.00074767682790629	0.000785539890054212	0.000410203279165014	0.000403553461177148	0.000661605674529455	0.000360884181439651	0.000828844947404072	0.000661920530662837	0.000248474311257445	0.000550319419148859	0.000948610773074415	0.000357618109340912	0.000522446659502181	0.000202877077870933
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__chromatiales|f__woeseiaceae	0.000255199205309675	0.00027840974971291	0.000112134462676885	0.000645990751709291	0.0001884232977117	0.000768715581960936	0.000427715142855432	0.000864142518892785	0.000255228904005857	0.000229848457847095	0.000285991084227949	0.000126714693484954	0.000899378056406152	0	0.000380088984261058	0.000232454400001488	0.000607227451723112	0	0.000447596967638585	0.000452228739167562	0.00074767682790629	0.000311507197780118	0.000293002342260724	0	0.000586706918922347	0.000360884181439651	0.000504928531177193	0.000185567316399697	0	0.00027515970957443	0.000840198113294482	0.000284260548450468	0.000243808441101018	0.000117044468002461
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__chromatiales|f__woeseiaceae|g__woeseia	0.000255199205309675	0.00027840974971291	0.000112134462676885	0.000645990751709291	0.0001884232977117	0.000768715581960936	0.000427715142855432	0.000864142518892785	0.000255228904005857	0.000229848457847095	0.000285991084227949	0.000126714693484954	0.000899378056406152	0	0.000380088984261058	0.000232454400001488	0.000607227451723112	0	0.000447596967638585	0.000452228739167562	0.00074767682790629	0.000311507197780118	0.000293002342260724	0	0.000586706918922347	0.000360884181439651	0.000504928531177193	0.000185567316399697	0	0.00027515970957443	0.000840198113294482	0.000284260548450468	0.000243808441101018	0.000117044468002461
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__chromatiales|f__woeseiaceae|g__woeseia|s__woeseia_oceani	0.000255199205309675	0.00027840974971291	0.000112134462676885	0.000645990751709291	0.0001884232977117	0.000768715581960936	0.000427715142855432	0.000864142518892785	0.000255228904005857	0.000229848457847095	0.000285991084227949	0.000126714693484954	0.000899378056406152	0	0.000380088984261058	0.000232454400001488	0.000607227451723112	0	0.000447596967638585	0.000452228739167562	0.00074767682790629	0.000311507197780118	0.000293002342260724	0	0.000586706918922347	0.000360884181439651	0.000504928531177193	0.000185567316399697	0	0.00027515970957443	0.000840198113294482	0.000284260548450468	0.000243808441101018	0.000117044468002461
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__chromatiales|g__thiohalobacter	0.000867677298052894	0	0.000322386580196045	0.00159344385421625	0.000866747169473818	0.00166555042758203	0	0.00204764205563725	0	0	0.0005648323913502	0	0	0	0.000746603361941364	0	0.00152959826446708	0	0.00160517533222113	0.00171535038994593	0.0013351371926898	0.00077199609884638	0	0	0.00117341383784469	0.00094969521431487	0.00141475258263798	0.000960358688996371	0	0	0.00149067407197408	0.000696896828459212	0.000870744432503636	0
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__chromatiales|g__thiohalobacter|s__thiohalobacter_sp._cow1	0.000867677298052894	0	0.000322386580196045	0.000789544252089134	0.000401969701784959	0.00166555042758203	0	0.000901713932757689	0	0	0.0005648323913502	0	0	0	0.000746603361941364	0	0.000722523803316108	0	0.000648243884166226	0.000982427950605394	0.000640865852491106	0.00077199609884638	0	0	0.00063039785969316	0.00094969521431487	0.000752629320056571	0.00018748038151722	0	0	0.00149067407197408	0.000265921158227857	0	0
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__chromatiales|g__thiohalobacter|s__thiohalobacter_thiocyanaticus	0	0	0	0.000789544252089134	0.000452215914508079	0	0	0.00112714241594711	0	0	0	0	0	0	0	0	0.000807074461150971	0	0.000941497069860472	0.000717328344886478	0.0006809199682718	0	0	0	0.000543015978151534	0	0.000662123262581414	0.000772878307479151	0	0	0	0.000430975670231355	0.000870744432503636	0
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales	0.207132434989597	6.37124335173895	0.897825600634233	0.145362274484629	0.353871514655753	0.922426668537208	0.19683450874207	0.662834883404631	0.702370310831502	0.241019092898464	1.41356098223638	0.190072040227431	0.329125032957472	0.205785374641461	0.234121239698231	0.584773911363743	0.200215957752957	1.99011149280876	0.729413279090755	0.428697250636395	0.420114269051774	2.37086773851327	1.7837787261938	18.7506503696406	0.253644635863472	0.105226229746088	0.324168880492467	9.45507181876019	2.32662309631971	3.78498690102203	0.176441603791841	0.207501030673731	1.83387484929591	3.49610265330445
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__bruguierivoracaceae	0.000497638450353866	0.0023419173064086	0.00053964710163251	0.00067470145178526	0.000916993382196938	0.0013132224525166	0.000441972314283946	0.000619928328770911	0.000942383645560087	0.000291141379939654	0.000815074590049655	0.000380144080454863	0	0	0.000461536623745571	0.000430040640002752	0.000945430083062566	0	0.00111127522999925	0.000795298817156748	0.000547406249002819	0.00098869675817168	0.00132827728491528	0.00775399150404663	0.000543015978151534	0.000417865894298543	0.000776446703602665	0.00248698465277945	0.000429182901262859	0.00189860199606357	0.000677579123624582	0.000495163536010493	0.000853329543853563	0.000561813446411815
k__bacteria|p__proteobacteria|c__gammaproteobacteria|o__enterobacterales|f__bruguierivoracaceae|g__sodalis	0.000497638450353866	0.0023419173064086	0.00053964710163251	0.00067470145178526	0.000916993382196938	0.0013132224525166	0.000441972314283946	0.000619928328770911	0.000942383645560087	0.000291141379939654	0.000815074590049655	0.000380144080454863	0	0	0.000461536623745571	0.000430040640002752	0.000945430083062566	0	0.00111127522999925	0.000795298817156748	0.000547406249002819	0.00098869675817168	0.00132827728491528	0.00775399150404663	0.000543015978151534	0.000417865894298543	0.000776446703602665	0.00248698465277945	0.000429182901262859	0.00189860199606357	0.000677579123624582	0.000495163536010493	0.000853329543853563	0.000561813446411815
