run_accession	library_name	read_count	fastq_ftp
SRR5935834	HSM5MD6Y_MGX	12610038	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5935834/SRR5935834_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5935834/SRR5935834_2.fastq.gz
SRR5935835	MSM6J2HH_MGX	1341509	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5935835/SRR5935835_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5935835/SRR5935835_2.fastq.gz
SRR5935836	PSM7J15O_MGX	7326365	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5935836/SRR5935836_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5935836/SRR5935836_2.fastq.gz
SRR5935837	CSM7KON8_MGX	9337913	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5935837/SRR5935837_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5935837/SRR5935837_2.fastq.gz
SRR5935838	HSM7J4IC_MGX	14615323	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5935838/SRR5935838_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5935838/SRR5935838_2.fastq.gz
SRR5935839	HSM7J4JZ_MGX	1085628	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5935839/SRR5935839_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5935839/SRR5935839_2.fastq.gz
SRR5935840	PSM7J182_MGX	14537634	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5935840/SRR5935840_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5935840/SRR5935840_2.fastq.gz
SRR5935841	CSM5MCVN_MGX	11276896	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5935841/SRR5935841_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5935841/SRR5935841_2.fastq.gz
SRR5935842	HSM7J4IQ_MGX	13974731	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5935842/SRR5935842_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5935842/SRR5935842_2.fastq.gz
SRR5935843	MSM79H8D_MGX	16390479	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5935843/SRR5935843_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5935843/SRR5935843_2.fastq.gz
SRR5935844	HSM7J4QT_MGX	3943995	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5935844/SRR5935844_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5935844/SRR5935844_2.fastq.gz
SRR5935845	MSM9VZPH_MGX	12773582	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5935845/SRR5935845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5935845/SRR5935845_2.fastq.gz
SRR5935846	HSM7J4L9_MGX	12230104	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5935846/SRR5935846_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5935846/SRR5935846_2.fastq.gz
SRR5935847	MSM9VZEK_MGX	5030163	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5935847/SRR5935847_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5935847/SRR5935847_2.fastq.gz
SRR5935848	HSM7J4KK_MGX	18120282	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5935848/SRR5935848_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5935848/SRR5935848_2.fastq.gz
SRR5935849	MSM9VZOG_MGX	18029855	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5935849/SRR5935849_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5935849/SRR5935849_2.fastq.gz
SRR5935850	MSM79HB6_MGX	11028882	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5935850/SRR5935850_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5935850/SRR5935850_2.fastq.gz
SRR5935851	HSM7J4LN_MGX	13770961	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5935851/SRR5935851_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5935851/SRR5935851_2.fastq.gz
SRR5935852	HSM7J4K2_MGX	7226875	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5935852/SRR5935852_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5935852/SRR5935852_2.fastq.gz
SRR5935853	HSM5MD48_MGX	11015024	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5935853/SRR5935853_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5935853/SRR5935853_2.fastq.gz
SRR5935854	MSM5LLDC_MGX	9964902	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5935854/SRR5935854_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5935854/SRR5935854_2.fastq.gz
SRR5935855	MSM5LLEP_MGX	15957834	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5935855/SRR5935855_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5935855/SRR5935855_2.fastq.gz
SRR5935856	MSM6J2HB_MGX	1496	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5935856/SRR5935856_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5935856/SRR5935856_2.fastq.gz
SRR5935857	ESM5MEBS_MGX	12248380	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5935857/SRR5935857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5935857/SRR5935857_2.fastq.gz
SRR5935858	MSM6J2IE_MGX	11226124	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5935858/SRR5935858_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5935858/SRR5935858_2.fastq.gz
SRR5935859	CSM5MCUO_MGX	15777070	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5935859/SRR5935859_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5935859/SRR5935859_2.fastq.gz
SRR5935860	CSM5MCXD_MGX	11141907	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5935860/SRR5935860_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5935860/SRR5935860_2.fastq.gz
SRR5935861	PSM7J18K_MGX	12454760	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5935861/SRR5935861_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5935861/SRR5935861_2.fastq.gz
SRR5935862	MSM6J2IQ_MGX	15465268	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5935862/SRR5935862_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5935862/SRR5935862_2.fastq.gz
SRR5935863	CSM5MCXH_MGX	12264252	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5935863/SRR5935863_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5935863/SRR5935863_2.fastq.gz
SRR5935864	PSM7J1AM_MGX	7068348	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5935864/SRR5935864_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5935864/SRR5935864_2.fastq.gz
SRR5935865	CSM79HPS_MGX	8045067	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5935865/SRR5935865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5935865/SRR5935865_2.fastq.gz
SRR5935866	MSM79HC4_MGX	13126777	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5935866/SRR5935866_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5935866/SRR5935866_2.fastq.gz
SRR5935867	ESM7F5C5_MGX	10603689	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5935867/SRR5935867_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5935867/SRR5935867_2.fastq.gz
SRR5935868	PSM7J1A2_MGX	6411559	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5935868/SRR5935868_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5935868/SRR5935868_2.fastq.gz
SRR5935869	CSM7KOL4_MGX	14642896	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5935869/SRR5935869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5935869/SRR5935869_2.fastq.gz
SRR5935870	HSM7J4PQ_MGX	13573412	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5935870/SRR5935870_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5935870/SRR5935870_2.fastq.gz
SRR5935871	HSM67VIL_MGX	13179018	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5935871/SRR5935871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5935871/SRR5935871_2.fastq.gz
SRR5935872	MSM79H87_MGX	17794673	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5935872/SRR5935872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5935872/SRR5935872_2.fastq.gz
SRR5935873	HSM7J4PS_MGX	12876651	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5935873/SRR5935873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5935873/SRR5935873_2.fastq.gz
SRR5935874	HSM6XRVW_MGX	13175773	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5935874/SRR5935874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5935874/SRR5935874_2.fastq.gz
SRR5935875	HSM7J4NO_MGX	19098571	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5935875/SRR5935875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5935875/SRR5935875_2.fastq.gz
SRR5935876	MSM79H5Y_MGX	15788250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5935876/SRR5935876_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5935876/SRR5935876_2.fastq.gz
SRR5935877	PSM7J19B_MGX	19164572	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5935877/SRR5935877_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5935877/SRR5935877_2.fastq.gz
SRR5935878	PSM7J14N_MGX	12313213	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5935878/SRR5935878_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5935878/SRR5935878_2.fastq.gz
SRR5935879	PSM6XBUG_MGX	9894528	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5935879/SRR5935879_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5935879/SRR5935879_2.fastq.gz
SRR5935880	HSM7CYX8_MGX	11848897	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5935880/SRR5935880_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5935880/SRR5935880_2.fastq.gz
SRR5935881	HSM7CZ1Z_MGX	13113764	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5935881/SRR5935881_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5935881/SRR5935881_2.fastq.gz
SRR5935882	HSM7CZ3A_MGX	13274850	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5935882/SRR5935882_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5935882/SRR5935882_2.fastq.gz
SRR5935883	HSM67VGY_MGX	15315352	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5935883/SRR5935883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5935883/SRR5935883_2.fastq.gz
SRR5935884	MSM79HF5_MGX	11721196	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5935884/SRR5935884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5935884/SRR5935884_2.fastq.gz
SRR5935885	HSM7J4PO_MGX	11770216	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5935885/SRR5935885_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5935885/SRR5935885_2.fastq.gz
SRR5935886	ESM718T7_MGX	16942043	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5935886/SRR5935886_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5935886/SRR5935886_2.fastq.gz
SRR5935887	CSM5MCWQ_MGX	8976262	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5935887/SRR5935887_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5935887/SRR5935887_2.fastq.gz
SRR5935888	MSM6J2MH_MGX	14120614	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5935888/SRR5935888_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5935888/SRR5935888_2.fastq.gz
SRR5935889	HSM7CYZJ_MGX	10923148	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5935889/SRR5935889_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5935889/SRR5935889_2.fastq.gz
SRR5935890	CSM79HKB_MGX	8504050	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5935890/SRR5935890_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5935890/SRR5935890_2.fastq.gz
SRR5935891	HSM7CYZV_MGX	14665803	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5935891/SRR5935891_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5935891/SRR5935891_2.fastq.gz
SRR5935892	MSM6J2PU_MGX	2121840	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5935892/SRR5935892_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5935892/SRR5935892_2.fastq.gz
SRR5935893	HSM67VGG_MGX	11439754	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5935893/SRR5935893_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5935893/SRR5935893_2.fastq.gz
SRR5935894	CSM79HI7_MGX	11814692	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5935894/SRR5935894_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5935894/SRR5935894_2.fastq.gz
SRR5935895	CSM79HIV_MGX	10579110	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5935895/SRR5935895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5935895/SRR5935895_2.fastq.gz
SRR5935896	ESM718TF_MGX	12409438	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5935896/SRR5935896_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5935896/SRR5935896_2.fastq.gz
SRR5935897	HSM7CYX2_MGX	18268052	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5935897/SRR5935897_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5935897/SRR5935897_2.fastq.gz
SRR5935898	MSM9VZF5_MGX	5116705	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5935898/SRR5935898_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5935898/SRR5935898_2.fastq.gz
SRR5935899	MSM6J2LL_MGX	11602517	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5935899/SRR5935899_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5935899/SRR5935899_2.fastq.gz
SRR5935900	CSM67UBH_MGX	14394690	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5935900/SRR5935900_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5935900/SRR5935900_2.fastq.gz
SRR5935901	HSM6XRQU_MGX	13284477	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5935901/SRR5935901_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5935901/SRR5935901_2.fastq.gz
SRR5935902	ESM5MEBG_MGX	13106655	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5935902/SRR5935902_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5935902/SRR5935902_2.fastq.gz
SRR5935903	CSM67UAA_MGX	7701926	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5935903/SRR5935903_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5935903/SRR5935903_2.fastq.gz
SRR5935904	CSM67UAM_MGX	15549345	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5935904/SRR5935904_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5935904/SRR5935904_2.fastq.gz
SRR5935905	HSM6XRS4_MGX	2469229	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5935905/SRR5935905_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5935905/SRR5935905_2.fastq.gz
SRR5935906	HSM6XRQK_MGX	9734019	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5935906/SRR5935906_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5935906/SRR5935906_2.fastq.gz
SRR5935907	MSM6J2Q3_MGX	9760953	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5935907/SRR5935907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5935907/SRR5935907_2.fastq.gz
SRR5935908	CSM67UDF_MGX	9296992	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5935908/SRR5935908_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5935908/SRR5935908_2.fastq.gz
SRR5935909	CSM5MCXN_MGX	11865989	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5935909/SRR5935909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5935909/SRR5935909_2.fastq.gz
SRR5935910	HSM7J4MY_MGX	14020043	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5935910/SRR5935910_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5935910/SRR5935910_2.fastq.gz
SRR5935911	ESM5GEXY_MGX	16526383	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5935911/SRR5935911_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5935911/SRR5935911_2.fastq.gz
SRR5935912	MSM6J2JP_MGX	7997656	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5935912/SRR5935912_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5935912/SRR5935912_2.fastq.gz
SRR5935913	MSM6J2KE_MGX	10969146	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5935913/SRR5935913_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5935913/SRR5935913_2.fastq.gz
SRR5935914	MSM6J2K2_MGX	12402432	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5935914/SRR5935914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5935914/SRR5935914_2.fastq.gz
SRR5935915	HSM6XRT8_MGX	9839779	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5935915/SRR5935915_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5935915/SRR5935915_2.fastq.gz
SRR5935916	MSM6J2HR_MGX	16507783	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5935916/SRR5935916_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5935916/SRR5935916_2.fastq.gz
SRR5935917	MSM6J2II_MGX	6776291	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5935917/SRR5935917_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5935917/SRR5935917_2.fastq.gz
SRR5935918	HSM5MD5P_MGX	14930684	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5935918/SRR5935918_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5935918/SRR5935918_2.fastq.gz
SRR5935919	CSM5MCY8_MGX	16789877	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5935919/SRR5935919_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5935919/SRR5935919_2.fastq.gz
SRR5935920	PSM7J14L_MGX	10015742	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5935920/SRR5935920_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5935920/SRR5935920_2.fastq.gz
SRR5935921	PSM7J15W_MGX	7193246	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5935921/SRR5935921_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5935921/SRR5935921_2.fastq.gz
SRR5935922	PSM7J15A_MGX	10540118	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5935922/SRR5935922_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5935922/SRR5935922_2.fastq.gz
SRR5935923	MSM9VZF3_MGX	13187214	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5935923/SRR5935923_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5935923/SRR5935923_2.fastq.gz
SRR5935924	MSM79H8L_MGX	10471015	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5935924/SRR5935924_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5935924/SRR5935924_2.fastq.gz
SRR5935925	HSM7J4NS_MGX	14408878	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5935925/SRR5935925_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5935925/SRR5935925_2.fastq.gz
SRR5935926	MSM9VZLN_MGX	13757152	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5935926/SRR5935926_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5935926/SRR5935926_2.fastq.gz
SRR5935927	HSM7J4OP_MGX	7646396	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5935927/SRR5935927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5935927/SRR5935927_2.fastq.gz
SRR5935928	HSM7J4OE_MGX	14565506	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5935928/SRR5935928_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/008/SRR5935928/SRR5935928_2.fastq.gz
SRR5935929	MSM9VZFR_MGX	14472004	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5935929/SRR5935929_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/009/SRR5935929/SRR5935929_2.fastq.gz
SRR5935930	HSM7CYXC_MGX	9139438	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5935930/SRR5935930_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/000/SRR5935930/SRR5935930_2.fastq.gz
SRR5935931	CSM67UAK_MGX	8942132	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5935931/SRR5935931_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/001/SRR5935931/SRR5935931_2.fastq.gz
SRR5935932	MSM6J2IO_MGX	12765392	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5935932/SRR5935932_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/002/SRR5935932/SRR5935932_2.fastq.gz
SRR5935933	CSM5MCXR_MGX	9809611	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5935933/SRR5935933_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/003/SRR5935933/SRR5935933_2.fastq.gz
SRR5935934	ESM5MEDF_MGX	9836935	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5935934/SRR5935934_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/004/SRR5935934/SRR5935934_2.fastq.gz
SRR5935935	HSM6XRR7_MGX	7135459	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5935935/SRR5935935_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/005/SRR5935935/SRR5935935_2.fastq.gz
SRR5935936	HSM5MD7S_MGX	8232810	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5935936/SRR5935936_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/006/SRR5935936/SRR5935936_2.fastq.gz
SRR5935937	MSM6J2J1_MGX	12939748	ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5935937/SRR5935937_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR593/007/SRR5935937/SRR5935937_2.fastq.gz
